geo,Observed_freight_total_THST,TIME_PERIOD,Network_length_KM,Modal_Share_PCT,Consignment_full_train_load_THS_T,Consignment_full_wagon_load_THS_T,Consignment_total_THS_T,NST_GT01_MIO_TKM,NST_GT02_MIO_TKM,NST_GT03_MIO_TKM,NST_GT04_MIO_TKM,NST_GT05_MIO_TKM,NST_GT06_MIO_TKM,NST_GT07_MIO_TKM,NST_GT08_MIO_TKM,NST_GT09_MIO_TKM,NST_GT10_MIO_TKM,NST_GT11_MIO_TKM,NST_GT12_MIO_TKM,NST_GT13_MIO_TKM,NST_GT14_MIO_TKM,NST_GT15_MIO_TKM,NST_GT16_MIO_TKM,NST_GT17_MIO_TKM,NST_GT18_MIO_TKM,NST_GT19_MIO_TKM,NST_GT20_MIO_TKM,NST_TOTAL_MIO_TKM
SE,56466.0,2009,11149.0,33.3,36606.0,19860.0,56466.0,1981.0,34.0,3549.0,265.0,1.0,3614.0,330.0,414.0,267.0,2912.0,51.0,280.0,52.0,838.0,125.0,528.0,0.0,0.0,5147.0,0.0,20389.0
SE,68329.0,2010,11160.0,35.6,45453.0,22876.0,68329.0,2104.0,86.0,4772.0,265.0,1.0,3474.0,371.0,435.0,202.0,4030.0,44.0,334.0,25.0,917.0,105.0,552.0,1.0,1.0,5744.0,1.0,23464.0
SE,67907.0,2011,11206.0,34.8,42593.0,25314.0,67907.0,1985.0,77.0,4744.0,229.0,0.0,3447.0,374.0,813.0,176.0,3562.0,44.0,397.0,29.0,727.0,121.0,532.0,0.0,3.0,5601.0,3.0,22864.0
SE,65789.0,2012,11136.0,35.8,41885.0,23904.0,65789.0,2177.0,86.0,4804.0,230.0,0.0,3577.0,355.0,1015.0,190.0,2851.0,48.0,544.0,100.0,596.0,119.0,518.0,0.0,1.0,4832.0,2.0,22043.0
SE,67047.0,2013,10957.0,33.7,38082.0,28964.0,67047.0,2518.0,57.0,5069.0,244.0,0.0,2678.0,335.0,890.0,158.0,3127.0,34.0,389.0,21.0,583.0,122.0,485.0,0.0,8.0,4249.0,2.0,20970.0
SE,68035.0,2014,10881.0,30.4,37687.0,30348.0,68035.0,2109.0,86.0,5642.0,259.0,0.0,2785.0,308.0,841.0,126.0,2603.0,36.0,364.0,24.0,632.0,128.0,409.0,0.0,20.0,4924.0,1.0,21296.0
SE,64999.0,2015,10908.0,29.5,35929.0,29070.0,64999.0,2186.0,56.0,4441.0,249.0,0.0,2477.0,361.0,933.0,115.0,3118.0,37.0,483.0,27.0,635.0,127.0,417.0,0.0,32.0,5005.0,0.0,20699.0
SE,67479.0,2016,10882.0,29.5,39060.0,28419.0,67479.0,2286.0,67.0,4866.0,465.0,0.0,2913.0,357.0,857.0,142.0,3247.0,30.0,490.0,21.0,737.0,139.0,372.0,0.0,32.0,4384.0,0.0,21406.0
SE,69350.0,2017,10874.0,30.2,40525.0,28825.0,69350.0,2307.0,83.0,5111.0,445.0,0.0,2733.0,345.0,746.0,139.0,3317.0,31.0,867.0,11.0,732.0,141.0,400.0,0.0,26.0,4403.0,0.0,21838.0
SE,69123.0,2018,10906.0,30.1,36502.0,32621.0,69123.0,2463.0,92.0,4620.0,515.0,0.0,3426.0,356.0,1143.0,105.0,3233.0,30.0,458.0,13.0,799.0,156.0,518.0,0.0,26.0,4842.0,0.0,22794.0
SE,68220.0,2019,10899.0,30.1,35862.0,32358.0,68220.0,2677.0,71.0,4700.0,493.0,0.0,3142.0,345.0,830.0,65.0,2871.0,8.0,423.0,0.0,637.0,141.0,578.0,0.0,27.0,5202.0,13.0,22222.0
SE,69805.0,2020,10909.0,29.7,37318.0,32487.0,69805.0,3152.0,60.0,5020.0,531.0,0.0,2704.0,400.0,686.0,110.0,2957.0,12.0,394.0,0.0,839.0,138.0,514.0,0.0,47.0,4513.0,18.0,22094.0
SE,72458.0,2021,10912.0,28.9,39624.0,32834.0,72458.0,2971.0,72.0,4879.0,582.0,1.0,2702.0,410.0,1101.0,137.0,3401.0,44.0,487.0,2.0,772.0,148.0,448.0,0.0,57.0,5166.0,70.0,23449.0
SE,70942.0,2022,10914.0,28.7,,,,2889.0,71.0,4774.0,615.0,1.0,2580.0,415.0,1107.0,129.0,3075.0,35.0,476.0,3.0,688.0,142.0,417.0,0.0,75.0,5419.0,250.0,23161.0
SE,68293.0,2023,10906.0,29.7,36693.0,31600.0,68293.0,3125.0,51.0,4532.0,551.0,0.0,2259.0,400.0,913.0,85.0,3278.0,26.0,482.0,1.0,597.0,128.0,375.0,0.0,45.0,5061.0,45.0,21953.0
SE,65906.0,2024,,,34408.0,31499.0,65906.0,3404.0,55.0,4354.0,602.0,0.0,2274.0,403.0,755.0,114.0,3059.0,21.0,418.0,0.0,570.0,120.0,415.0,0.0,46.0,5123.0,56.0,21789.0
SI,17271.0,2008,1228.07,29.7,8629.0,8605.0,17271.0,204.0,249.0,735.0,56.0,0.0,318.0,380.0,64.0,89.0,393.0,17.0,89.0,0.0,230.0,0.0,47.0,0.0,7.0,640.0,1.0,3520.0
SI,13774.0,2009,1228.07,28.0,7584.0,5484.0,13097.0,246.0,157.0,486.0,26.0,0.0,163.0,365.0,54.0,58.0,261.0,9.0,46.0,0.0,111.0,0.0,56.0,0.0,7.0,622.0,0.0,2668.0
SI,16234.0,2010,1228.07,31.8,9072.0,6494.0,15600.0,316.0,222.0,639.0,36.0,0.0,179.0,360.0,73.0,45.0,268.0,8.0,55.0,0.0,202.0,0.0,55.0,0.0,5.0,819.0,0.0,3283.0
SI,17024.0,2011,1209.13,34.0,9722.0,6515.0,16268.0,296.0,297.0,699.0,52.0,0.0,201.0,329.0,72.0,35.0,320.0,8.0,29.0,0.0,266.0,0.0,60.0,0.0,4.0,913.0,2.0,3584.0
SI,15828.0,2012,1209.0,32.8,9331.0,5442.0,14798.0,222.0,271.0,597.0,47.0,0.0,160.0,367.0,67.0,34.0,270.0,7.0,29.0,0.0,210.0,0.0,43.0,0.0,5.0,869.0,28.0,3227.0
SI,17156.0,2013,1209.0,34.8,10815.0,5216.0,16054.0,253.0,252.0,705.0,54.0,0.0,153.0,387.0,53.0,26.0,356.0,7.0,38.0,0.0,169.0,0.0,36.0,0.0,3.0,917.0,125.0,3534.0
SI,17989.0,2014,1209.0,36.0,11952.0,4930.0,16906.0,363.0,256.0,758.0,61.0,0.0,128.0,389.0,58.0,30.0,366.0,7.0,61.0,0.0,136.0,0.0,32.0,0.0,3.0,1040.0,159.0,3847.0
SI,17832.0,2015,1209.0,35.0,11647.0,4797.0,16469.0,360.0,293.0,715.0,39.0,0.0,121.0,373.0,71.0,37.0,335.0,8.0,75.0,0.0,103.0,0.0,26.0,0.0,2.0,1163.0,132.0,3854.0
SI,18595.0,2016,1209.0,33.8,12185.0,4715.0,16927.0,311.0,325.0,648.0,50.0,0.0,165.0,324.0,59.0,35.0,372.0,7.0,101.0,0.0,132.0,0.0,27.0,0.0,3.0,1223.0,181.0,3963.0
SI,21275.0,2017,1209.0,36.3,13908.0,4662.0,18597.0,296.0,385.0,704.0,58.0,0.0,152.0,374.0,61.0,31.0,392.0,5.0,95.0,0.0,175.0,0.0,31.0,0.0,4.0,1365.0,319.0,4447.0
SI,21316.0,2018,1209.0,35.5,13719.0,4609.0,18355.0,186.0,420.0,643.0,72.0,0.0,142.0,358.0,47.0,40.0,405.0,5.0,84.0,0.0,148.0,0.0,26.0,0.0,13.0,1515.0,286.0,4390.0
SI,21902.0,2019,1209.0,36.3,14094.0,4333.0,18450.0,250.0,374.0,729.0,72.0,137.0,138.0,299.0,0.0,37.0,339.0,5.0,86.0,0.0,125.0,0.0,26.0,0.0,19.0,1517.0,260.0,4414.0
SI,19398.0,2020,1209.0,35.1,12542.0,3959.0,16501.0,268.0,305.0,663.0,71.0,0.0,160.0,349.0,34.0,31.0,217.0,3.0,104.0,0.0,113.0,0.0,26.0,0.0,20.0,1343.0,282.0,3989.0
SI,20339.0,2021,1209.0,33.5,12690.0,4003.0,16693.0,194.0,306.0,865.0,65.0,0.0,78.0,356.0,35.0,33.0,218.0,4.0,117.0,0.0,148.0,0.0,28.0,0.0,23.0,1332.0,260.0,4062.0
SI,20459.0,2022,1208.0,32.7,13327.0,3905.0,17232.0,262.0,329.0,730.0,101.0,0.0,124.0,401.0,24.0,33.0,231.0,3.0,114.0,0.0,121.0,0.0,36.0,0.0,29.0,1271.0,272.0,4084.0
SI,19160.0,2023,1208.0,30.2,12518.0,3433.0,15951.0,241.0,327.0,646.0,88.0,0.0,134.0,399.0,30.0,27.0,196.0,2.0,114.0,0.0,126.0,0.0,40.0,0.0,19.0,1088.0,320.0,3794.0
SI,18441.0,2024,,,12064.0,3136.0,15200.0,315.0,189.0,590.0,120.0,0.0,143.0,507.0,48.0,24.0,155.0,1.0,111.0,0.0,123.0,0.0,37.0,0.0,11.0,944.0,396.0,3711.0
SK,47910.0,2008,3623.0,40.3,29516.0,15009.0,46621.0,312.0,1084.0,3826.0,89.0,0.0,191.0,746.0,554.0,222.0,1278.0,24.0,64.0,5.0,341.0,0.0,16.0,0.0,1.0,159.0,227.0,9139.0
SK,37603.0,2009,3623.0,35.8,26695.0,8851.0,36671.0,418.0,1044.0,2781.0,61.0,0.0,89.0,804.0,370.0,96.0,706.0,11.0,42.0,6.0,226.0,0.0,14.0,0.0,1.0,130.0,134.0,6931.0
SK,44327.0,2010,3622.0,38.5,30405.0,10074.0,43197.0,459.0,902.0,3304.0,48.0,0.0,91.0,873.0,405.0,75.0,1025.0,10.0,47.0,9.0,292.0,0.0,30.0,0.0,2.0,193.0,289.0,8054.0
SK,43711.0,2011,3624.0,38.2,27312.0,10172.0,41963.0,455.0,969.0,3405.0,44.0,0.0,96.0,562.0,405.0,64.0,893.0,13.0,61.0,2.0,252.0,0.0,58.0,0.0,1.0,163.0,471.0,7912.0
SK,42599.0,2012,3631.0,36.5,26931.0,8353.0,40371.0,381.0,941.0,3240.0,40.0,0.0,73.0,513.0,297.0,51.0,850.0,10.0,73.0,2.0,322.0,0.0,36.0,0.0,0.0,137.0,503.0,7468.0
SK,48401.0,2013,3631.0,39.0,27049.0,9259.0,46340.0,475.0,806.0,3420.0,35.0,0.0,65.0,507.0,347.0,66.0,750.0,6.0,76.0,2.0,320.0,0.0,19.0,0.0,1.0,123.0,1316.0,8335.0
SK,50997.0,2014,3627.0,38.9,27758.0,8259.0,46680.0,602.0,787.0,3427.0,27.0,0.0,64.0,468.0,387.0,77.0,811.0,3.0,60.0,2.0,265.0,0.0,17.0,0.0,6.0,199.0,1343.0,8544.0
SK,47358.0,2015,3626.0,36.6,29388.0,8136.0,45478.0,553.0,535.0,3522.0,28.0,0.0,60.0,588.0,376.0,96.0,857.0,3.0,65.0,1.0,287.0,0.0,15.0,0.0,0.0,102.0,1218.0,8309.0
SK,47548.0,2016,3626.0,34.6,35035.0,6247.0,47548.0,518.0,687.0,3422.0,27.0,0.0,86.0,624.0,305.0,57.0,884.0,3.0,75.0,0.0,325.0,1.0,30.0,0.0,0.0,212.0,1112.0,8370.0
SK,47760.0,2017,3626.0,33.0,32628.0,7622.0,47760.0,516.0,640.0,3378.0,22.0,0.0,60.0,654.0,305.0,66.0,906.0,2.0,70.0,2.0,359.0,0.0,27.0,0.0,0.0,179.0,1293.0,8477.0
SK,49642.0,2018,3627.0,32.6,35686.0,6827.0,49642.0,513.0,741.0,3128.0,8.0,0.0,81.0,476.0,256.0,73.0,742.0,1.0,50.0,2.0,327.0,0.0,28.0,0.0,9.0,169.0,1768.0,8373.0
SK,46413.0,2019,3629.0,31.1,37636.0,7126.0,46413.0,545.0,847.0,2883.0,11.0,0.0,59.0,508.0,314.0,64.0,622.0,1.0,93.0,2.0,315.0,0.0,25.0,1.0,0.0,176.0,1667.0,8134.0
SK,41572.0,2020,3627.0,28.6,33761.0,5974.0,41572.0,482.0,636.0,2655.0,9.0,0.0,58.0,425.0,308.0,55.0,519.0,1.0,92.0,0.0,256.0,0.0,21.0,1.0,0.0,166.0,1223.0,6908.0
SK,49944.0,2021,3626.0,32.1,33617.0,6411.0,49944.0,463.0,700.0,3330.0,11.0,0.0,68.0,473.0,311.0,65.0,686.0,1.0,77.0,0.0,255.0,0.0,21.0,0.0,0.0,129.0,1600.0,8190.0
SK,46712.0,2022,3626.0,30.4,30698.0,6066.0,46712.0,560.0,598.0,3031.0,10.0,0.0,85.0,542.0,226.0,97.0,519.0,0.0,71.0,0.0,223.0,0.0,20.0,0.0,1.0,178.0,1677.0,7838.0
SK,44304.0,2023,3631.0,30.4,28842.0,4769.0,44304.0,539.0,588.0,2592.0,4.0,0.0,107.0,492.0,179.0,71.0,485.0,40.0,86.0,0.0,255.0,0.0,14.0,0.0,0.0,159.0,1876.0,7488.0
SK,44282.0,2024,,,28468.0,3437.0,44282.0,461.0,556.0,2096.0,13.0,0.0,43.0,505.0,224.0,116.0,509.0,0.0,85.0,0.0,360.0,0.0,14.0,0.0,0.0,617.0,2512.0,8113.0
