geo,Observed_freight_total_THST,TIME_PERIOD,Network_length_KM,Modal_Share_PCT,Consignment_full_train_load_THS_T,Consignment_full_wagon_load_THS_T,Consignment_total_THS_T,NST_GT01_MIO_TKM,NST_GT02_MIO_TKM,NST_GT03_MIO_TKM,NST_GT04_MIO_TKM,NST_GT05_MIO_TKM,NST_GT06_MIO_TKM,NST_GT07_MIO_TKM,NST_GT08_MIO_TKM,NST_GT09_MIO_TKM,NST_GT10_MIO_TKM,NST_GT11_MIO_TKM,NST_GT12_MIO_TKM,NST_GT13_MIO_TKM,NST_GT14_MIO_TKM,NST_GT15_MIO_TKM,NST_GT16_MIO_TKM,NST_GT17_MIO_TKM,NST_GT18_MIO_TKM,NST_GT19_MIO_TKM,NST_GT20_MIO_TKM,NST_TOTAL_MIO_TKM
LT,55209.0,2019,1910.7,67.4,0.0,55209.0,55209.0,1029.0,1305.0,1971.0,797.0,7.0,283.0,3202.0,6100.0,458.0,702.0,35.0,117.0,10.0,133.0,0.0,30.0,1.0,0.0,0.0,0.0,16181.0
LT,53430.0,2020,1910.8,64.7,0.0,53430.0,53430.0,1114.0,1491.0,2014.0,763.0,11.0,244.0,2471.0,6441.0,425.0,556.0,58.0,100.0,12.0,138.0,0.0,24.0,2.0,0.0,0.0,0.0,15865.0
LT,51080.0,2021,1910.8,62.5,0.0,51080.0,51080.0,854.0,1047.0,1777.0,798.0,18.0,212.0,2069.0,6350.0,452.0,530.0,111.0,100.0,22.0,178.0,0.0,47.0,1.0,0.0,0.0,0.0,14566.0
LT,30977.0,2022,1919.2,46.4,0.0,30977.0,30977.0,845.0,385.0,1039.0,887.0,5.0,105.0,1890.0,1246.0,369.0,300.0,34.0,44.0,23.0,149.0,0.0,52.0,4.0,0.0,0.0,0.0,7375.0
LT,27224.0,2023,1924.3,39.1,0.0,27224.0,27224.0,1125.0,71.0,1118.0,816.0,4.0,10.0,1866.0,611.0,263.0,184.0,12.0,32.0,16.0,106.0,0.0,45.0,29.0,0.0,0.0,0.0,6307.0
LT,25658.0,2024,,,0.0,25658.0,25658.0,916.0,63.0,1212.0,839.0,3.0,9.0,1579.0,700.0,284.0,92.0,6.0,30.0,25.0,102.0,0.0,43.0,0.0,0.0,0.0,0.0,5905.0
LU,8548.0,2008,275.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,
LU,6446.0,2009,275.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,
LU,7626.0,2010,275.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,
LU,6973.0,2011,275.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,
LU,5442.0,2012,275.0,7.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,28.0,44.0,0.0,123.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,231.0
LU,5098.0,2013,275.0,7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,30.0,38.0,0.0,111.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,218.0
LU,4573.0,2014,275.0,6.1,,,,,,,,,,,,,,,,,,,,,,,,
LU,5207.0,2015,275.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,
LU,4482.0,2016,275.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,10.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
LU,4406.0,2017,271.0,6.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,8.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,213.0
LU,4585.0,2018,271.0,8.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,8.0,157.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,223.0
LU,4405.0,2019,271.0,6.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,11.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,191.0
LU,3627.0,2020,271.0,6.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,8.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,162.0
LU,3713.0,2021,271.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,176.0
LU,3464.0,2022,271.0,6.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,167.0
LU,3512.0,2023,271.0,7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,3.0,174.0
LU,3064.0,2024,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0,150.0
LV,56061.0,2008,2263.0,83.4,,,,549.0,6408.0,67.0,552.0,43.0,316.0,7215.0,1527.0,1860.0,930.0,24.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,19581.0
LV,53679.0,2009,1884.0,85.4,,,,500.0,6570.0,284.0,506.0,18.0,212.0,7832.0,2090.0,36.0,607.0,20.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18725.0
LV,49164.0,2010,1897.0,82.1,,,,473.0,5123.0,770.0,468.0,54.0,283.0,6371.0,1052.0,1576.0,849.0,19.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,17179.0
LV,59385.0,2011,1865.0,84.2,,,,600.0,7355.0,816.0,573.0,20.0,292.0,7758.0,2940.0,29.0,676.0,22.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,21410.0
LV,60601.0,2012,1859.0,84.1,,,,1077.0,8064.0,550.0,656.0,21.0,320.0,7310.0,2978.0,36.0,532.0,31.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,21867.0
LV,55831.0,2013,1859.0,81.2,,,,473.0,7653.0,463.0,588.0,24.0,275.0,7514.0,1683.0,33.0,545.0,29.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,19532.0
LV,57039.0,2014,1860.0,81.2,,,,774.0,7014.0,296.0,741.0,35.0,305.0,7080.0,2248.0,32.0,481.0,29.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,19441.0
LV,55645.0,2015,1860.0,79.8,,,,886.0,6514.0,267.0,683.0,18.0,442.0,7726.0,1680.0,23.0,429.0,24.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,18906.0
LV,47819.0,2016,1859.6,76.6,,,,844.0,5212.0,610.0,727.0,24.0,445.0,5503.0,1661.0,31.0,611.0,29.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,15873.0
LV,43785.0,2017,1859.6,74.0,,,,818.0,6097.0,388.0,567.0,23.0,309.0,4587.0,1486.0,31.0,613.0,25.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,15014.0
LV,49260.0,2018,1859.6,75.8,,,,1341.0,8064.0,537.0,829.0,13.0,506.0,4320.0,1611.0,49.0,452.0,34.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,17859.0
LV,41490.0,2019,1859.6,73.6,,,,860.0,6455.0,372.0,967.0,15.0,629.0,3470.0,1649.0,35.0,420.0,24.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,15019.0
LV,24056.0,2020,1859.1,56.5,,,,822.0,1223.0,386.0,1006.0,15.0,654.0,2290.0,1273.0,48.0,170.0,12.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7979.0
LV,21772.0,2021,1859.1,53.4,,,,858.0,645.0,444.0,1086.0,8.0,744.0,2009.0,1192.0,65.0,192.0,19.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,7367.0
LV,21305.0,2022,1864.9,53.2,,,,1038.0,1955.0,745.0,1043.0,6.0,340.0,1159.0,652.0,107.0,285.0,17.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,7410.0
LV,15446.0,2023,1830.9,44.0,,,,1660.0,651.0,659.0,890.0,6.0,112.0,596.0,323.0,24.0,228.0,8.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5191.0
LV,11095.0,2024,,,,,,1499.0,26.0,323.0,734.0,5.0,112.0,453.0,255.0,15.0,62.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3509.0
ME,1050.0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,903.0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,987.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,1395.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,1603.0,2017,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,966.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,1131.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,1154.0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,
ME,1346.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2929.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,3097.0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2770.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2539.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2283.0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2377.0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1566.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1358.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1558.0,2017,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1679.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1839.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1765.0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1963.0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,1418.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,817.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,858.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,40569.0,2008,2888.0,6.7,,,,9.0,1229.0,1421.0,35.0,0.0,153.0,57.0,433.0,101.0,327.0,7.0,101.0,0.0,148.0,0.0,207.0,1.0,9.0,2746.0,0.0,6984.0
NL,33594.0,2009,2896.0,6.0,,,,98.0,1108.0,894.0,14.0,0.0,119.0,44.0,430.0,76.0,244.0,5.0,93.0,0.0,93.0,0.0,148.0,3.0,10.0,2200.0,0.0,5578.0
NL,35536.0,2010,3013.0,5.8,,,,,,,,,,,,,,,,,,,98.0,,,1873.0,,
NL,39174.0,2011,3013.0,6.3,,,,,,,,,,,,,,,,,,,81.0,,,1717.0,,
NL,37627.0,2012,3013.0,6.2,,,,17.0,1647.0,1102.0,5.0,0.0,144.0,61.0,387.0,148.0,296.0,3.0,135.0,0.0,45.0,0.0,145.0,4.0,11.0,1991.0,0.0,6142.0
NL,38927.0,2013,3013.0,5.8,,,,31.0,1652.0,1065.0,30.0,0.0,88.0,104.0,391.0,92.0,352.0,2.0,127.0,0.0,65.0,0.0,69.0,4.0,13.0,1991.0,0.0,6078.0
NL,39367.0,2014,3032.0,5.8,,,,35.0,1548.0,1118.0,13.0,0.0,131.0,68.0,390.0,101.0,376.0,2.0,101.0,0.0,49.0,0.0,82.0,6.0,16.0,2133.0,0.0,6169.0
NL,41721.0,2015,3031.0,6.2,,,,58.0,1360.0,1179.0,48.0,0.0,172.0,119.0,488.0,122.0,412.0,2.0,192.0,0.0,36.0,0.0,95.0,5.0,20.0,2239.0,0.0,6545.0
NL,42615.0,2016,3058.0,6.1,,,,35.0,1438.0,1101.0,13.0,0.0,187.0,124.0,508.0,100.0,465.0,2.0,107.0,0.0,14.0,0.0,101.0,5.0,16.0,2426.0,0.0,6641.0
NL,42079.0,2017,3055.0,6.1,,,,13.0,1094.0,1128.0,12.0,0.0,120.0,125.0,552.0,128.0,470.0,2.0,455.0,0.0,11.0,0.0,92.0,5.0,5.0,2471.0,0.0,6685.0
NL,41834.0,2018,3040.0,6.5,,,,8.0,1007.0,1134.0,21.0,0.0,116.0,141.0,351.0,140.0,548.0,2.0,220.0,0.0,22.0,0.0,124.0,6.0,1.0,3216.0,0.0,7058.0
NL,42654.0,2019,3040.0,6.4,,,,8.0,1411.0,1230.0,16.0,0.0,88.0,136.0,447.0,73.0,447.0,3.0,243.0,0.0,22.0,0.0,109.0,7.0,0.0,2839.0,0.0,7080.0
NL,40017.0,2020,3041.0,6.2,,,,63.0,1234.0,972.0,56.0,0.0,121.0,178.0,540.0,47.0,379.0,2.0,197.0,0.0,22.0,0.0,118.0,1.0,1.0,2734.0,0.0,6665.0
NL,42621.0,2021,3041.0,6.4,,,,108.0,1321.0,1060.0,51.0,0.0,126.0,197.0,503.0,59.0,442.0,2.0,178.0,0.0,25.0,0.0,143.0,3.0,0.0,2969.0,0.0,7188.0
NL,44469.0,2022,3041.0,6.6,,,,96.0,1640.0,936.0,34.0,0.0,132.0,193.0,485.0,48.0,352.0,2.0,164.0,0.0,22.0,0.0,127.0,6.0,0.0,2938.0,0.0,7176.0
NL,39340.0,2023,3041.0,6.4,,,,138.0,1308.0,899.0,30.0,0.0,103.0,171.0,492.0,40.0,331.0,1.0,162.0,0.0,18.0,0.0,129.0,2.0,1.0,2667.0,0.0,6493.0
NL,37805.0,2024,,,,,,137.0,828.0,946.0,56.0,0.0,117.0,157.0,481.0,58.0,290.0,1.0,152.0,0.0,23.0,0.0,136.0,1.0,1.0,2796.0,0.0,6182.0
NO,24787.0,2008,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,22961.0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,27229.0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,28305.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,30273.0,2012,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,31429.0,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,33393.0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,31585.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,33260.0,2016,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,34974.0,2017,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,34981.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,34563.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,36822.0,2020,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,37550.0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,33496.0,2022,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,32235.0,2023,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,29931.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,
PL,248860.0,2008,20196.0,33.8,145750.0,71682.0,217432.0,1192.0,15890.0,11608.0,227.0,3.0,567.0,7332.0,2899.0,1546.0,3420.0,122.0,380.0,60.0,1300.0,0.0,248.0,0.0,5.0,1772.0,144.0,48715.0
PL,200819.0,2009,20360.0,28.8,49290.0,126860.0,176149.0,1115.0,15146.0,9228.0,235.0,2.0,354.0,6589.0,2286.0,1206.0,1909.0,75.0,193.0,42.0,1062.0,0.0,147.0,0.0,2.0,1074.0,174.0,40840.0
PL,216767.0,2010,20228.0,29.5,131064.0,42225.0,173289.0,1566.0,15765.0,11656.0,244.0,1.0,428.0,7410.0,2781.0,1145.0,1866.0,34.0,187.0,28.0,1117.0,0.0,183.0,0.0,9.0,1425.0,510.0,46355.0
PL,248606.0,2011,20228.0,29.9,163944.0,60911.0,224895.0,1756.0,16129.0,15165.0,160.0,0.0,378.0,7067.0,3059.0,1118.0,1963.0,46.0,250.0,31.0,1252.0,0.0,288.0,0.0,43.0,1882.0,505.0,51095.0
PL,230878.0,2012,20094.0,27.6,162465.0,47209.0,209867.0,1681.0,14823.0,11766.0,268.0,4.0,428.0,7046.0,2876.0,953.0,2173.0,69.0,259.0,39.0,1060.0,0.0,343.0,1.0,112.0,2207.0,565.0,46672.0
PL,232596.0,2013,19328.0,26.4,163724.0,43550.0,207364.0,1634.0,16487.0,12210.0,366.0,8.0,489.0,7465.0,2926.0,870.0,1772.0,137.0,298.0,164.0,998.0,0.0,264.0,1.0,140.0,1843.0,473.0,48544.0
PL,227820.0,2014,19240.0,26.5,161028.0,41383.0,202535.0,1572.0,14376.0,12751.0,574.0,5.0,521.0,7671.0,2654.0,936.0,1920.0,64.0,274.0,163.0,795.0,0.0,266.0,0.0,175.0,2163.0,558.0,47439.0
PL,224320.0,2015,19231.0,25.5,161412.0,34349.0,195822.0,1397.0,14502.0,12416.0,508.0,1.0,454.0,7488.0,2518.0,774.0,1882.0,48.0,225.0,30.0,829.0,0.0,309.0,0.0,71.0,2491.0,811.0,46753.0
PL,222523.0,2016,19132.0,24.7,164081.0,36204.0,200628.0,1315.0,14149.0,11264.0,588.0,0.0,398.0,8564.0,2525.0,750.0,2213.0,41.0,192.0,35.0,849.0,0.0,358.0,0.0,195.0,3242.0,664.0,47342.0
PL,239501.0,2017,19209.0,23.9,189358.0,43790.0,233980.0,1404.0,15006.0,14449.0,470.0,1.0,527.0,8743.0,2816.0,940.0,2446.0,57.0,266.0,28.0,923.0,0.0,423.0,0.0,228.0,4194.0,632.0,53554.0
PL,249260.0,2018,19196.0,26.8,197481.0,43658.0,242040.0,1168.0,15762.0,16990.0,309.0,2.0,560.0,9388.0,2988.0,918.0,2599.0,51.0,386.0,84.0,867.0,0.0,467.0,0.0,125.0,4477.0,871.0,58011.0
PL,233744.0,2019,19359.0,24.0,187956.0,40730.0,229628.0,885.0,14786.0,14278.0,415.0,1.0,398.0,9429.0,3096.0,754.0,2072.0,57.0,488.0,116.0,739.0,0.0,458.0,1.0,62.0,5793.0,13.0,53840.0
PL,218381.0,2020,19383.0,22.6,177979.0,35276.0,214213.0,1069.0,12267.0,12580.0,383.0,3.0,525.0,9228.0,3299.0,775.0,1959.0,60.0,410.0,355.0,686.0,0.0,452.0,0.0,61.0,6233.0,16.0,50365.0
PL,237915.0,2021,19287.0,22.3,192914.0,38679.0,233130.0,890.0,13099.0,13077.0,353.0,1.0,570.0,10159.0,3352.0,845.0,2118.0,82.0,386.0,2.0,811.0,0.0,459.0,0.0,42.0,7098.0,266.0,53608.0
PL,237587.0,2022,19355.0,23.2,195859.0,38383.0,235190.0,1837.0,16224.0,13549.0,468.0,1.0,571.0,10752.0,3251.0,742.0,2519.0,46.0,357.0,2.0,769.0,0.0,464.0,0.0,48.0,7190.0,242.0,59031.0
PL,229935.0,2023,19539.0,24.1,192470.0,31894.0,,2681.0,14838.0,14593.0,712.0,30.0,293.0,11768.0,2837.0,778.0,2630.0,40.0,271.0,4.0,634.0,,421.0,,60.0,7345.0,216.0,
PL,222725.0,2024,,,181102.0,35169.0,,2206.0,10334.0,15649.0,704.0,17.0,264.0,11390.0,3230.0,1059.0,2156.0,56.0,294.0,1.0,770.0,,435.0,,36.0,7905.0,208.0,56713.0
PT,10426.0,2008,2841.6,9.7,,,,257.0,0.0,443.0,29.0,0.0,106.0,597.0,54.0,396.0,102.0,0.0,13.0,0.0,12.0,0.0,43.0,0.0,0.0,497.0,0.0,2549.0
PT,8947.0,2009,2841.6,9.4,,,,108.0,0.0,403.0,32.0,0.0,180.0,481.0,47.0,332.0,69.0,0.0,6.0,0.0,22.0,0.0,37.0,0.0,0.0,456.0,0.0,2174.0
PT,10094.0,2010,2843.0,10.9,,,,92.0,0.0,432.0,59.0,0.0,271.0,304.0,26.0,395.0,107.0,0.0,9.0,6.0,26.0,0.0,43.0,0.0,0.0,543.0,0.0,2313.0
PT,9975.0,2011,2793.9,10.9,,,,310.0,0.0,374.0,55.0,0.0,45.0,380.0,28.0,320.0,118.0,0.0,9.0,3.0,32.0,0.0,48.0,0.0,0.0,599.0,0.0,2322.0
PT,9701.0,2012,2541.2,12.8,,,,321.0,0.0,276.0,39.0,0.0,67.0,597.0,40.0,275.0,130.0,0.0,4.0,0.0,28.0,0.0,50.0,0.0,0.0,594.0,0.0,2421.0
PT,9291.0,2013,2544.4,12.7,,,,332.0,0.0,239.0,31.0,0.0,64.0,440.0,45.0,251.0,172.0,0.0,2.0,0.0,50.0,0.0,48.0,0.0,0.0,617.0,0.0,2290.0
PT,10276.0,2014,2546.0,12.8,,,,315.0,0.0,198.0,29.0,0.0,73.0,399.0,46.0,259.0,187.0,0.0,2.0,0.0,75.0,0.0,848.0,0.0,0.0,4.0,0.0,2434.0
PT,11108.0,2015,2546.0,14.1,,,,276.0,0.0,199.0,12.0,0.0,101.0,554.0,63.0,264.0,219.0,0.0,1.0,0.0,100.0,0.0,60.0,0.0,0.0,840.0,0.0,2688.0
PT,10259.0,2016,2546.0,14.5,,,,298.0,0.0,206.0,6.0,0.0,93.0,519.0,55.0,197.0,261.0,0.0,0.0,0.0,86.0,0.0,67.0,0.0,0.0,986.0,0.0,2774.0
PT,10453.0,2017,2545.96,14.1,,,,287.0,0.0,173.0,2.0,0.0,71.0,606.0,59.0,83.0,198.0,0.0,4.0,0.0,69.0,0.0,66.0,0.0,0.0,1132.0,0.0,2751.0
PT,10221.0,2018,2545.96,14.2,,,,241.0,0.0,198.0,0.0,0.0,62.0,460.0,57.0,86.0,211.0,0.0,4.0,0.0,66.0,0.0,2.0,0.0,0.0,1377.0,0.0,2765.0
PT,9365.0,2019,2526.15,13.0,,,,235.0,0.0,188.0,0.0,0.0,65.0,229.0,61.0,82.0,225.0,0.0,1.0,0.0,68.0,0.0,8.0,0.0,0.0,1316.0,0.0,2478.0
PT,8426.0,2020,2526.15,14.2,,,,271.0,0.0,181.0,0.0,0.0,64.0,20.0,58.0,90.0,170.0,0.0,2.0,0.0,71.0,0.0,10.0,0.0,0.0,1364.0,0.0,2302.0
PT,9057.0,2021,2527.053,10.7,,,,222.0,0.0,148.0,0.0,0.0,52.0,16.0,48.0,74.0,139.0,0.0,2.0,0.0,58.0,0.0,8.0,0.0,0.0,1114.0,0.0,1881.0
PT,8366.0,2022,2527.053,12.3,,,,223.0,0.0,224.0,0.0,0.0,51.0,29.0,62.0,123.0,211.0,0.0,9.0,0.0,73.0,0.0,8.0,0.0,0.0,1179.0,0.0,2190.0
PT,8555.0,2023,2527.053,14.1,,,,324.0,0.0,274.0,0.0,0.0,45.0,33.0,55.0,121.0,215.0,0.0,10.0,0.0,68.0,0.0,8.0,0.0,0.0,1110.0,0.0,2263.0
PT,7858.0,2024,,,,,,309.0,0.0,212.0,0.0,0.0,43.0,33.0,53.0,121.0,189.0,0.0,21.0,0.0,63.0,0.0,3.0,0.0,0.0,1167.0,0.0,2214.0
RO,66711.0,2008,10785.0,24.5,0.0,63212.0,63212.0,179.0,2810.0,978.0,401.0,8.0,368.0,4055.0,1851.0,500.0,1279.0,14.0,68.0,0.0,837.0,0.0,75.0,4.0,2.0,666.0,55.0,14152.0
RO,50595.0,2009,10784.0,23.1,0.0,46910.0,46910.0,71.0,2478.0,401.0,250.0,1.0,167.0,3700.0,1090.0,160.0,396.0,5.0,54.0,0.0,369.0,0.0,66.0,5.0,1.0,618.0,1.0,9832.0
RO,52932.0,2010,10785.0,29.2,0.0,49441.0,49441.0,255.0,2390.0,483.0,170.0,2.0,271.0,4480.0,1476.0,209.0,618.0,3.0,69.0,0.0,409.0,0.0,76.0,11.0,0.0,662.0,3.0,11587.0
RO,60723.0,2011,10777.0,35.4,0.0,57247.0,57247.0,415.0,2629.0,556.0,171.0,0.0,340.0,5471.0,1613.0,402.0,826.0,22.0,101.0,0.0,422.0,0.0,107.0,12.0,0.0,836.0,0.0,13924.0
RO,55755.0,2012,10777.0,31.4,0.0,50433.0,50433.0,488.0,2721.0,278.0,158.0,1.0,439.0,4758.0,1166.0,469.0,792.0,2.0,112.0,0.0,297.0,0.0,112.0,10.0,1.0,710.0,147.0,12662.0
RO,50348.0,2013,10768.0,30.7,0.0,47337.0,47337.0,984.0,1991.0,538.0,154.0,3.0,580.0,4371.0,1058.0,441.0,917.0,7.0,186.0,0.0,284.0,0.0,129.0,5.0,0.0,852.0,67.0,12567.0
RO,50739.0,2014,10777.0,30.2,0.0,49273.0,49273.0,1104.0,1544.0,391.0,146.0,0.0,564.0,4267.0,1040.0,552.0,1013.0,35.0,124.0,0.0,238.0,0.0,114.0,5.0,0.0,867.0,80.0,12085.0
RO,55306.0,2015,10770.0,31.6,0.0,49700.0,49700.0,1188.0,1491.0,318.0,171.0,5.0,580.0,4237.0,956.0,763.0,841.0,27.0,52.0,1.0,166.0,0.0,93.0,4.0,77.0,641.0,153.0,11761.0
RO,52618.0,2016,10774.0,30.3,0.0,47875.0,47875.0,1289.0,1358.0,261.0,128.0,14.0,578.0,4586.0,1032.0,736.0,841.0,98.0,212.0,0.0,269.0,0.0,70.0,3.0,23.0,406.0,382.0,12285.0
RO,56083.0,2017,10774.0,30.2,0.0,56076.0,56076.0,1839.0,1613.0,326.0,96.0,0.0,806.0,4465.0,1143.0,581.0,930.0,110.0,248.0,0.0,312.0,0.0,136.0,3.0,0.0,649.0,526.0,13782.0
RO,55429.0,2018,10765.0,28.9,0.0,55002.0,55002.0,1797.0,1484.0,398.0,156.0,36.0,605.0,3577.0,1381.0,587.0,1074.0,7.0,270.0,0.0,283.0,0.0,148.0,4.0,3.0,619.0,589.0,13020.0
RO,58808.0,2019,10759.0,26.9,0.0,58495.0,58495.0,2321.0,1007.0,396.0,169.0,0.0,776.0,4014.0,1153.0,803.0,794.0,16.0,168.0,0.0,343.0,0.0,125.0,2.0,57.0,852.0,293.0,13285.0
RO,49670.0,2020,10769.0,25.8,0.0,49184.0,49184.0,2185.0,813.0,364.0,123.0,2.0,1033.0,3547.0,1044.0,897.0,781.0,4.0,101.0,0.0,252.0,0.0,122.0,1.0,66.0,625.0,276.0,12235.0
RO,57424.0,2021,10764.0,25.3,0.0,56808.0,56808.0,2760.0,943.0,397.0,151.0,0.0,1082.0,3937.0,1033.0,1034.0,868.0,10.0,88.0,0.0,218.0,0.0,97.0,1.0,91.0,689.0,164.0,13564.0
RO,55188.0,2022,10615.0,25.4,0.0,53883.0,53883.0,2585.0,1178.0,343.0,65.0,0.0,822.0,3978.0,572.0,865.0,944.0,11.0,122.0,0.0,291.0,0.0,105.0,1.0,79.0,726.0,399.0,13085.0
RO,48867.0,2023,10611.0,24.0,0.0,47298.0,47298.0,3087.0,1330.0,325.0,80.0,0.0,455.0,3789.0,321.0,785.0,823.0,14.0,121.0,0.0,354.0,0.0,171.0,7.0,37.0,715.0,241.0,12654.0
RO,43025.0,2024,,,0.0,41076.0,41076.0,1722.0,1036.0,261.0,66.0,7.0,505.0,3681.0,582.0,824.0,811.0,21.0,122.0,0.0,326.0,0.0,188.0,0.0,7.0,689.0,219.0,11067.0
SE,65632.0,2008,11032.0,31.9,44866.0,20766.0,65632.0,2028.0,75.0,4483.0,249.0,1.0,3667.0,405.0,415.0,238.0,4016.0,50.0,393.0,61.0,891.0,124.0,499.0,0.0,1.0,5327.0,0.0,22924.0
