geo,TIME_PERIOD,rail_f_total_Nat&INT_mio_tkm,rail_length_km,rail_modal_share_pc,total_tkm,TRN_FUL,WAG_FUL,NST01_Agriculture,NST02_Mining,NST03_MetalOres,NST04_FoodProducts,NST05_Textiles,NST06_Wood,NST07_Coke_Petroleum,NST08_Chemicals,NST09_NonMetallicMinerals,NST10_Metals,NST11_Machinery,NST12_TransportEquipment,NST13_Furniture,NST14_SecondaryRawMaterials,NST15_Waste,NST16_Mail,NST17_Equipment,NST18_HouseholdGoods,NST19_EmptyContainers,NST20_OtherGoods
BG,2023,17105.0,4029.0,19.2,,,,21.0,350.0,735.0,65.0,1.0,30.0,706.0,821.0,222.0,375.0,5.0,16.0,59.0,135.0,0.0,8.0,0.0,560.0,232.0,173.0
BG,2024,15643.0,,,,,,34.0,152.0,880.0,64.0,1.0,14.0,678.0,957.0,190.0,225.0,5.0,19.0,4.0,150.0,0.0,5.0,0.0,585.0,161.0,123.0
CZ,2008,95073.0,9586.0,32.2,,,,632.0,5221.0,1193.0,131.0,13.0,363.0,1031.0,740.0,548.0,1319.0,22.0,185.0,1.0,615.0,0.0,43.0,0.0,0.0,1299.0,2081.0
CZ,2009,76715.0,9578.0,30.5,,,,772.0,5066.0,919.0,149.0,1.0,349.0,985.0,630.0,357.0,1103.0,17.0,313.0,8.0,428.0,0.0,36.0,0.0,0.0,1575.0,85.0
CZ,2010,82900.0,9568.0,30.1,,,,843.0,4876.0,966.0,149.0,2.0,366.0,1225.0,753.0,320.0,1407.0,12.0,337.0,5.0,467.0,0.0,47.0,0.0,2.0,1974.0,19.0
CZ,2011,87096.0,9572.0,30.1,,,,875.0,4903.0,1018.0,109.0,2.0,348.0,1179.0,833.0,319.0,1493.0,14.0,362.0,1.0,552.0,0.0,57.0,0.0,134.0,2089.0,28.0
CZ,2012,82968.0,9570.0,30.5,,,,1080.0,4738.0,890.0,144.0,2.0,358.0,1067.0,726.0,249.0,1465.0,12.0,413.0,0.0,488.0,0.0,52.0,0.0,243.0,2307.0,34.0
CZ,2013,83957.0,9560.0,28.3,,,,1166.0,4084.0,925.0,120.0,2.0,345.0,1227.0,790.0,243.0,1402.0,10.0,476.0,0.0,452.0,0.0,41.0,0.0,342.0,2277.0,64.0
CZ,2014,91556.0,9559.0,28.2,,,,1151.0,3932.0,946.0,92.0,1.0,227.0,1621.0,771.0,269.0,1326.0,8.0,571.0,0.0,452.0,0.0,69.0,0.0,575.0,2493.0,70.0
CZ,2015,97280.0,9566.0,26.3,,,,1162.0,3603.0,961.0,85.0,1.0,200.0,1644.0,842.0,308.0,1191.0,7.0,741.0,0.0,414.0,0.0,52.0,0.0,2180.0,1823.0,46.0
CZ,2016,98034.0,9564.0,26.5,,,,1400.0,3485.0,1006.0,96.0,1.0,216.0,1535.0,940.0,283.0,1279.0,7.0,709.0,0.0,435.0,0.0,79.0,0.0,2468.0,1677.0,1.0
CZ,2017,96516.0,9567.0,26.9,,,,1531.0,3199.0,888.0,127.0,1.0,295.0,1498.0,1024.0,333.0,1364.0,7.0,613.0,1.0,438.0,0.0,50.0,0.0,2552.0,1920.0,2.0
CZ,2018,99307.0,9572.0,27.6,,,,1657.0,2684.0,973.0,121.0,1.0,259.0,1263.0,1044.0,331.0,1463.0,6.0,801.0,3.0,436.0,0.0,57.0,0.0,2800.0,2658.0,7.0
CZ,2019,98804.0,9562.0,26.2,,,,1342.0,2407.0,818.0,136.0,1.0,322.0,1547.0,877.0,354.0,1177.0,13.0,679.0,2.0,433.0,0.0,57.0,0.0,3080.0,2910.0,25.0
CZ,2020,90902.0,9542.0,22.8,,,,1625.0,1789.0,767.0,110.0,1.0,545.0,1366.0,945.0,364.0,1114.0,16.0,549.0,0.0,456.0,0.0,46.0,0.0,56.0,5493.0,10.0
CZ,2021,99550.0,9523.0,22.8,,,,1482.0,1832.0,815.0,111.0,1.0,671.0,1633.0,995.0,365.0,1266.0,24.0,482.0,0.0,542.0,0.0,53.0,0.0,47.0,5997.0,11.0
CZ,2022,90797.0,9521.0,22.1,,,,1626.0,2305.0,776.0,104.0,0.0,506.0,1655.0,826.0,400.0,1176.0,15.0,387.0,0.0,477.0,0.0,76.0,0.0,42.0,5970.0,26.0
CZ,2023,83120.0,9514.0,21.7,,,,1460.0,1979.0,515.0,87.0,0.0,496.0,1785.0,768.0,288.0,886.0,23.0,460.0,0.0,479.0,0.0,47.0,0.0,107.0,5487.0,172.0
CZ,2024,80408.0,,,,,,1691.0,1310.0,411.0,164.0,0.0,454.0,1753.0,815.0,256.0,1086.0,28.0,420.0,0.0,464.0,0.0,37.0,0.0,282.0,5580.0,102.0
DE,2008,371727.0,37798.0,19.3,243475.0,175568.0,67907.0,3799.0,7162.0,11912.0,1485.0,16.0,6726.0,12074.0,9350.0,2638.0,15464.0,615.0,4346.0,193.0,3392.0,0.0,1570.0,6.0,0.0,34904.0,0.0
DE,2009,310110.0,37934.0,17.8,,,,3320.0,6188.0,9813.0,1298.0,17.0,5421.0,10640.0,7684.0,2699.0,10259.0,436.0,3463.0,320.0,2684.0,0.0,1283.0,6.0,0.0,30304.0,0.0
DE,2010,354328.0,38750.0,18.7,231615.5,171314.0,60301.5,2783.0,6233.0,10597.0,1538.0,26.0,5619.0,10931.0,8986.0,2377.0,12996.0,486.0,4239.0,43.0,3078.0,0.0,1675.0,7.0,0.0,35702.0,1.0
DE,2011,373726.0,38712.0,19.3,244001.0,176514.5,67486.5,2190.0,6309.0,13086.0,1130.0,13.0,5451.0,10983.0,9650.0,2409.0,14340.0,393.0,4605.0,22.0,2933.0,0.0,1401.0,15.0,1547.0,36292.0,391.0
DE,2012,365036.0,38648.0,19.1,238500.5,178389.0,60111.5,1661.0,6849.0,12302.0,1261.0,11.0,5206.0,10442.0,9985.0,2447.0,13081.0,381.0,5298.0,42.0,2663.0,0.0,1443.0,13.0,1084.0,35361.0,535.0
DE,2013,367533.0,38653.801,18.8,242972.0,176170.0,66803.0,1490.0,7483.0,12482.0,1127.0,10.0,4887.0,10343.0,9871.0,2430.0,12417.0,373.0,5306.0,116.0,2530.0,0.0,1548.0,20.0,1491.0,36146.0,583.0
DE,2014,363975.0,38658.765,18.8,238789.5,171320.0,67469.5,1486.0,7209.0,12447.0,1182.0,11.0,4907.0,10443.0,9500.0,2479.0,12311.0,447.0,5592.0,38.0,2543.0,0.0,1644.0,21.0,1310.0,38554.0,504.0
DE,2015,360134.0,38630.502,19.0,,,,1473.0,7612.0,12366.0,1095.0,8.0,4932.0,10705.0,9264.0,2574.0,12296.0,486.0,6258.0,34.0,2459.0,0.0,1997.0,12.0,2654.0,37470.0,649.0
DE,2016,392962.0,38696.542,21.3,231173.5,163224.5,67949.0,1552.0,8180.0,12362.0,1347.0,0.0,4469.0,11294.0,9137.0,2596.0,13893.0,392.0,5279.0,18.0,3204.0,0.0,2296.0,8.0,655.0,42407.0,472.0
DE,2017,369386.0,38802.643,19.7,242007.5,162097.0,79911.0,1547.0,7066.0,12036.0,1186.0,0.0,4316.0,10346.0,8755.0,2532.0,14513.0,414.0,4963.0,7.0,3317.0,0.0,2495.0,11.0,755.0,40832.0,485.0
DE,2018,355000.0,38994.798,20.2,255311.5,187925.5,67385.5,1386.0,6334.0,11843.0,1127.0,3.0,4512.0,11387.0,9208.0,2366.0,14291.0,361.0,7469.0,10.0,3049.0,0.0,3130.0,23.0,1104.0,42555.0,196.0
DE,2019,362624.0,39068.117,19.8,244997.5,181475.0,63523.0,2248.0,6528.0,12369.0,1297.0,2.0,4808.0,10651.0,8468.0,2230.0,12802.0,329.0,7008.0,14.0,2955.0,0.0,3567.0,6.0,1589.0,45174.0,144.0
DE,2020,325161.0,38799.773,17.6,,,,2680.0,4901.0,11418.0,1088.0,2.0,4144.0,9595.0,7659.0,1999.0,9461.0,180.0,4277.0,12.0,1926.0,0.0,3375.0,2.0,1385.0,44168.0,132.0
DE,2021,363646.0,38783.143,19.0,,,,4005.0,5477.0,13553.0,1087.0,3.0,5521.0,9672.0,8049.0,2562.0,11166.0,216.0,4165.0,9.0,2273.0,,4027.0,1.0,2024.0,49128.0,129.0
DE,2022,368876.0,38836.096,19.8,,,,3914.0,6415.0,13684.0,1089.0,6.0,5428.0,10217.0,7621.0,2770.0,10547.0,217.0,4244.0,7.0,2431.0,0.0,3959.0,1.0,882.0,50790.0,332.0
DE,2023,351819.0,38691.0,20.6,,,,3830.0,5973.0,13609.0,1057.0,5.0,4918.0,11370.0,8201.0,2315.0,12003.0,290.0,5344.0,10.0,2833.0,0.0,4011.0,95.0,592.0,48383.0,525.0
DE,2024,337515.0,,,,,,3475.0,4867.0,13254.0,933.0,1.0,4851.0,12018.0,8586.0,1958.0,11724.0,266.0,5114.0,17.0,2768.0,0.0,2640.0,2.0,819.0,52482.0,547.0
DK,2008,7198.0,2606.0,9.0,,,,47.0,0.0,12.0,18.0,0.0,195.0,3.0,101.0,23.0,287.0,6.0,38.0,3.0,51.0,0.0,81.0,0.0,10.0,988.0,0.0
DK,2009,6163.0,2606.0,9.1,,,,9.0,5.0,17.0,14.0,11.0,106.0,1.0,56.0,11.0,99.0,4.0,9.0,2.0,42.0,0.0,65.0,0.0,2.0,1244.0,0.0
DK,2010,8121.0,2606.0,11.5,,,,17.0,0.0,19.0,31.0,0.0,225.0,,89.0,21.0,250.0,10.0,24.0,2.0,100.0,0.0,83.0,0.0,2.0,1364.0,
DK,2011,9276.0,2615.0,12.4,,,,32.0,0.0,12.0,13.0,0.0,540.0,,85.0,33.0,305.0,10.0,21.0,3.0,123.0,0.0,89.0,0.0,32.0,1315.0,0.0
DK,2012,7982.0,2615.0,10.9,,,,31.0,0.0,9.0,9.0,0.0,525.0,,81.0,33.0,302.0,9.0,20.0,3.0,123.0,0.0,87.0,0.0,36.0,1270.0,0.0
DK,2013,7956.0,2615.0,11.3,,,,18.0,0.0,15.0,17.0,0.0,558.0,,66.0,24.0,255.0,11.0,23.0,2.0,95.0,0.0,41.0,0.0,418.0,905.0,
DK,2014,8082.0,2612.0,11.2,,,,16.0,0.0,14.0,17.0,0.0,570.0,0.0,74.0,37.0,286.0,16.0,26.0,1.0,79.0,0.0,46.0,0.0,91.0,547.0,632.0
DK,2015,8652.0,2552.0,12.0,,,,20.0,,11.0,15.0,,630.0,0.0,70.0,32.0,369.0,17.0,27.0,1.0,74.0,,50.0,0.0,94.0,480.0,713.0
DK,2016,9383.0,2539.0,11.3,,,,20.0,0.0,12.0,21.0,0.0,698.0,0.0,63.0,73.0,382.0,16.0,30.0,1.0,60.0,0.0,54.0,0.0,88.0,591.0,507.0
DK,2017,9314.0,2481.0,11.5,,,,16.0,0.0,14.0,65.0,0.0,538.0,0.0,77.0,73.0,442.0,19.0,35.0,0.0,61.0,0.0,61.0,0.0,65.0,1187.0,
DK,2018,9097.0,2481.0,11.8,,,,12.0,0.0,10.0,61.0,0.0,512.0,1.0,75.0,69.0,417.0,18.0,51.0,0.0,57.0,0.0,57.0,0.0,84.0,1169.0,0.0
DK,2019,8512.0,2536.0,11.5,,,,14.0,0.0,11.0,68.0,0.0,486.0,1.0,78.0,47.0,359.0,16.0,77.0,0.0,80.0,0.0,50.0,0.0,76.0,1163.0,0.0
DK,2020,8615.0,2485.0,10.8,,,,12.0,0.0,15.0,62.0,0.0,534.0,0.0,75.0,71.0,338.0,15.0,81.0,0.0,87.0,0.0,40.0,0.0,78.0,1043.0,0.0
DK,2021,6936.0,2485.0,8.7,,,,13.0,0.0,16.0,50.0,1.0,519.0,0.0,72.0,52.0,363.0,16.0,85.0,0.0,83.0,0.0,40.0,0.0,104.0,572.0,0.0
DK,2022,7759.0,2448.0,9.6,,,,8.0,0.0,15.0,23.0,1.0,527.0,0.0,64.0,41.0,354.0,14.0,82.0,1.0,78.0,0.0,43.0,0.0,122.0,838.0,0.0
DK,2023,6756.0,2448.0,8.2,,,,6.0,0.0,13.0,20.0,0.0,413.0,0.0,41.0,33.0,303.0,6.0,100.0,0.0,80.0,0.0,51.0,0.0,102.0,737.0,0.0
DK,2024,6443.0,,,,,,8.0,0.0,10.0,14.0,0.0,347.0,0.0,46.0,36.0,306.0,6.0,115.0,0.0,92.0,0.0,36.0,0.0,93.0,694.0,1.0
EE,2008,52752.0,1196.0,68.2,,,,122.0,617.0,99.0,75.0,1.0,24.0,4391.0,276.0,121.0,183.0,11.0,5.0,0.0,2.0,0.0,0.0,7.0,8.0,0.0,1.0
EE,2009,45954.0,1196.0,74.1,,,,24.0,851.0,101.0,61.0,1.0,16.0,4341.0,376.0,57.0,86.0,9.0,2.0,0.0,1.0,0.0,0.0,13.0,5.0,0.0,0.0
EE,2010,46705.0,1196.0,75.4,,,,42.0,1051.0,59.0,53.0,1.0,27.0,4785.0,449.0,62.0,83.0,7.0,4.0,1.0,2.0,0.0,0.0,7.0,5.0,0.0,0.0
EE,2011,48378.0,1196.0,71.6,,,,44.0,1021.0,60.0,51.0,1.0,27.0,4310.0,552.0,88.0,86.0,12.0,2.0,4.0,1.0,0.0,0.0,4.0,8.0,0.0,0.0
EE,2012,44725.0,1196.0,66.9,,,,40.0,633.0,66.0,44.0,2.0,12.0,3182.0,934.0,95.0,70.0,14.0,5.0,3.0,1.0,0.0,0.0,16.0,12.0,0.0,0.0
EE,2013,43682.0,1166.0,64.0,,,,46.0,590.0,62.0,51.0,3.0,8.0,3140.0,635.0,94.0,47.0,18.0,3.0,5.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0
EE,2014,36289.0,1166.0,55.2,,,,43.0,578.0,30.0,49.0,3.0,6.0,1694.0,664.0,85.0,42.0,18.0,0.0,9.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0
EE,2015,28026.0,1164.0,52.4,,,,24.0,553.0,25.0,32.0,2.0,4.0,1672.0,705.0,38.0,30.0,11.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
EE,2016,25364.0,1161.0,42.9,,,,25.0,496.0,21.0,91.0,2.0,2.0,759.0,717.0,26.0,43.0,13.0,0.0,2.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0
EE,2017,27256.0,1161.0,44.4,,,,21.0,587.0,22.0,93.0,2.0,2.0,687.0,717.0,93.0,48.0,14.0,0.0,5.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
EE,2018,27813.0,1161.0,46.2,,,,38.0,518.0,36.0,68.0,1.0,3.0,823.0,834.0,185.0,49.0,14.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
EE,2019,21341.0,1167.0,42.0,,,,23.0,294.0,42.0,59.0,0.0,7.0,768.0,840.0,21.0,37.0,14.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
EE,2020,15801.0,1167.0,38.6,,,,17.0,172.0,29.0,95.0,0.0,1.0,482.0,857.0,3.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
EE,2021,23306.0,1167.0,40.1,,,,20.0,212.0,35.0,98.0,0.0,2.0,693.0,978.0,6.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0
EE,2022,17713.0,1175.0,27.3,,,,37.0,353.0,52.0,110.0,0.0,2.0,479.0,160.0,7.0,35.0,11.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0
EE,2023,10106.0,1171.0,20.4,,,,32.0,187.0,66.0,122.0,0.0,1.0,275.0,10.0,1.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,26.0,38.0,1.0,0.0
EE,2024,6792.0,,,,,,19.0,117.0,36.0,102.0,0.0,9.0,238.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,1.0,14.0
EL,2008,4253.0,2552.0,2.9,,,,25.0,13.0,0.0,29.0,0.0,118.0,44.0,19.0,150.0,184.0,17.0,0.0,33.0,0.0,0.0,152.0,0.0,0.0,0.0,1.0
EL,2009,3377.0,2552.0,2.1,,,,42.0,6.0,0.0,12.0,0.0,76.0,40.0,12.0,102.0,90.0,11.0,0.0,11.0,0.0,0.0,148.0,0.0,0.0,1.0,1.0
EL,2010,3982.0,2552.0,2.2,,,,43.0,1.0,0.0,25.0,0.0,101.0,30.0,14.0,109.0,112.0,13.0,0.0,8.0,0.0,0.0,156.0,0.0,0.0,1.0,1.0
EL,2011,2702.0,2554.0,1.8,,,,13.0,7.0,0.0,18.0,0.0,36.0,25.0,6.0,56.0,108.0,10.0,0.0,3.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0
EL,2012,2272.0,2554.0,1.5,,,,21.0,18.0,0.0,33.0,0.0,27.0,33.0,4.0,16.0,66.0,4.0,0.0,2.0,0.0,0.0,58.0,0.0,0.0,1.0,0.0
EL,2013,1980.0,2586.0,1.5,,,,6.0,9.0,0.0,39.0,0.0,23.0,23.0,3.0,18.0,68.0,5.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0
EL,2014,2143.0,2238.0,1.7,,,,62.0,8.0,0.0,21.0,0.0,26.0,13.0,3.0,25.0,75.0,5.0,0.0,2.0,0.0,0.0,72.0,0.0,0.0,1.0,0.0
EL,2015,1404.0,2240.0,1.6,,,,12.0,3.0,0.0,11.0,0.0,24.0,17.0,6.0,22.0,31.0,4.0,0.0,1.0,0.0,0.0,162.0,0.0,0.0,1.0,0.0
EL,2016,1094.0,2240.0,1.3,,,,11.0,0.0,0.0,10.0,0.0,18.0,24.0,2.0,15.0,48.0,2.0,0.0,4.0,0.0,0.0,119.0,0.0,0.0,1.0,0.0
EL,2017,1328.0,2240.0,1.8,,,,14.0,0.0,0.0,4.0,0.0,12.0,26.0,2.0,16.0,53.0,1.0,0.0,1.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0
EL,2018,,2293.0,2.1,,,,7.0,1.0,0.0,1.0,0.0,11.0,25.0,2.0,15.0,37.0,1.0,0.0,1.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0
EL,2019,,2280.0,2.4,,,,2.0,0.0,,1.0,,10.0,6.0,1.0,16.0,48.0,1.0,,1.0,,,405.0,,,0.0,
EL,2020,,2345.0,3.1,,,,1.0,1.0,0.0,0.0,0.0,9.0,5.0,3.0,18.0,44.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,0.0,0.0
EL,2021,,2339.0,2.9,,,,0.0,1.0,,,,7.0,3.0,1.0,21.0,28.0,0.0,,0.0,,,516.0,,,1.0,
EL,2022,,1990.0,2.3,,,,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0
EL,2023,,1822.0,1.1,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0
EL,2024,583.0,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0
ES,2008,26856.0,13353.0,4.8,,,,219.0,3.0,2181.0,9.0,0.0,518.0,311.0,105.0,63.0,1.0,14.0,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,3327.0,0.0
ES,2009,21087.0,13354.0,4.0,,,,545.0,161.0,258.0,86.0,0.0,163.0,516.0,295.0,454.0,1106.0,0.0,646.0,0.0,91.0,0.0,1.0,0.0,116.0,2534.0,0.0
ES,2010,21578.0,13853.0,4.6,,,,639.0,111.0,282.0,94.0,0.0,294.0,491.0,338.0,354.0,1361.0,1.0,650.0,0.0,109.0,0.0,1.0,0.0,127.0,2912.0,2.0
ES,2011,23899.0,13945.0,5.0,,,,722.0,368.0,185.0,97.0,0.0,379.0,399.0,393.0,255.0,1330.0,1.0,704.0,0.0,71.0,0.0,1.0,0.0,134.0,3102.0,1.0
ES,2012,24903.0,13976.0,5.3,,,,676.0,397.0,143.0,54.0,0.0,447.0,327.0,280.0,223.0,1142.0,1.0,594.0,0.0,55.0,0.0,0.0,0.0,175.0,3623.0,1.0
ES,2013,24949.0,15312.0,5.3,,,,663.0,305.0,191.0,35.0,0.0,576.0,187.0,364.0,237.0,1547.0,3.0,681.0,0.0,87.0,0.0,1.0,0.0,201.0,3628.0,0.0
ES,2014,28436.0,15182.0,5.9,,,,703.0,567.0,251.0,39.0,0.0,793.0,189.0,323.0,345.0,1566.0,4.0,816.0,0.0,104.0,0.0,0.0,0.0,853.0,3514.0,0.0
ES,2015,28960.0,15384.0,5.8,,,,796.0,591.0,143.0,45.0,0.0,809.0,227.0,455.0,261.0,1733.0,2.0,952.0,0.0,70.0,0.0,28.0,0.0,697.0,3414.0,0.0
ES,2016,26504.0,16167.0,5.3,,,,838.0,452.0,119.0,92.0,0.0,727.0,179.0,468.0,210.0,1669.0,2.0,923.0,0.0,89.0,0.0,27.0,0.0,729.0,3283.0,0.0
ES,2017,27654.0,15949.0,5.1,,,,699.0,631.0,137.0,148.0,0.0,663.0,193.0,424.0,218.0,1766.0,2.0,823.0,0.0,64.0,0.0,34.0,0.0,951.0,3367.0,0.0
ES,2018,27161.0,15449.0,5.0,,,,516.0,308.0,64.0,85.0,0.0,636.0,176.0,538.0,152.0,2438.0,2.0,556.0,0.0,69.0,0.0,105.0,0.0,777.0,3064.0,879.0
ES,2019,26268.0,16006.02,4.8,,,,544.0,173.0,27.0,49.0,219.0,609.0,169.0,589.0,141.0,2298.0,1.0,529.0,0.0,56.0,0.0,114.0,0.0,834.0,3913.0,20.0
ES,2020,22254.0,16135.36,4.1,,,,472.0,1.0,44.0,56.0,0.0,516.0,153.0,597.0,136.0,1708.0,1.0,370.0,0.0,40.0,0.0,1318.0,0.0,692.0,2183.0,276.0
ES,2021,24716.0,16280.46,4.3,,,,478.0,1.0,74.0,30.0,153.0,592.0,165.0,618.0,153.0,2253.0,2.0,282.0,0.0,37.0,0.0,142.0,1281.0,960.0,2886.0,191.0
ES,2022,24895.0,16468.426,4.4,,,,588.0,0.0,89.0,43.0,234.0,571.0,198.0,601.0,153.0,1986.0,2.0,335.0,8.0,49.0,0.0,138.0,0.0,2167.0,3170.0,232.0
ES,2023,23890.0,16113.53,4.2,,,,568.0,0.0,54.0,85.0,0.0,529.0,139.0,459.0,129.0,1844.0,1.0,444.0,0.0,27.0,0.0,105.0,0.0,712.0,4394.0,482.0
ES,2024,21834.0,,,,,,515.0,2.0,87.0,58.0,186.0,522.0,136.0,456.0,122.0,1843.0,1.0,418.0,0.0,33.0,0.0,33.0,0.0,535.0,4168.0,234.0
FI,2008,41937.0,5919.0,27.2,26357.0,0.0,26357.0,2908.0,280.0,1251.0,27.0,0.0,2683.0,541.0,1357.0,35.0,1030.0,38.0,415.0,1.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2009,32860.0,5919.0,25.8,20866.0,0.0,20866.0,2508.0,223.0,1349.0,21.0,0.0,1970.0,560.0,1010.0,37.0,704.0,20.0,364.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2010,35795.0,5919.0,26.8,22772.5,0.0,22772.5,2845.0,136.0,1563.0,15.0,0.0,2089.0,544.0,1196.0,36.0,891.0,16.0,307.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2011,34827.0,5944.0,27.6,22111.0,0.0,22111.0,2519.0,19.0,1789.0,9.0,0.0,2023.0,463.0,1410.0,27.0,867.0,20.0,173.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2012,35267.0,5944.0,28.6,22271.0,0.0,22271.0,2559.0,17.0,1470.0,8.0,0.0,1990.0,467.0,1704.0,24.0,835.0,17.0,116.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2013,36433.0,5944.0,30.1,22951.5,0.0,22951.5,2584.0,82.0,1882.0,5.0,0.0,1813.0,467.0,1632.0,40.0,751.0,14.0,125.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2014,37008.0,5944.0,30.7,23302.5,0.0,23302.5,2570.0,138.0,2264.0,5.0,0.0,1726.0,412.0,1620.0,28.0,714.0,12.0,37.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2015,33392.0,5923.0,27.0,20930.0,0.0,20930.0,2504.0,130.0,1721.0,5.0,0.0,1756.0,344.0,1143.0,28.0,778.0,16.0,17.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2016,36162.0,5926.0,26.8,22796.0,0.0,22796.0,2704.0,158.0,2343.0,6.0,0.0,1820.0,339.0,1133.0,50.0,844.0,15.0,12.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2017,38468.0,5926.0,27.3,24362.5,0.0,24362.5,2843.0,64.0,2736.0,6.0,0.0,1924.0,309.0,1394.0,25.0,957.0,15.0,15.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2018,40721.0,5926.0,29.0,25230.0,0.0,25230.0,3122.0,509.0,2669.0,6.0,0.0,2055.0,293.0,1401.0,12.0,902.0,17.0,18.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2019,38464.0,5923.0,26.9,23497.5,0.0,23497.5,3115.0,550.0,1937.0,5.0,0.0,1886.0,299.0,1469.0,8.0,767.0,18.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2020,38406.0,5918.0,25.9,23251.5,0.0,23251.5,3055.0,181.0,2020.0,2.0,0.0,1766.0,346.0,1631.0,12.0,849.0,22.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
FI,2021,40180.0,5918.0,26.9,23813.5,,23813.5,3359.0,619.0,1897.0,2.0,0.0,1945.0,349.0,1604.0,8.0,908.0,36.0,21.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0
FI,2022,31229.0,5918.0,22.5,0.0,0.0,0.0,3687.0,289.0,525.0,1.0,0.0,1808.0,325.0,1373.0,3.0,747.0,19.0,22.0,0.0,38.0,0.0,0.0,0.0,0.0,8.0,0.0
FI,2023,27066.0,5915.0,22.0,17467.5,0.0,17467.5,3716.0,0.0,317.0,0.0,0.0,1697.0,93.0,1205.0,1.0,677.0,25.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,120.0,0.0
FI,2024,26640.0,,,17433.0,0.0,17433.0,3799.0,0.0,415.0,0.0,0.0,1880.0,98.0,1007.0,111.0,711.0,20.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,145.0,0.0
FR,2008,108536.0,31274.0,11.5,,,,3805.0,1019.0,4738.0,2876.0,6.0,730.0,2248.0,3523.0,1855.0,6247.0,104.0,1720.0,15.0,869.0,0.0,319.0,4.0,400.0,9178.0,780.0
FR,2009,86126.0,31172.0,10.6,,,,4048.0,683.0,3175.0,2254.0,3.0,985.0,2328.0,2806.0,1767.0,4037.0,41.0,1127.0,5.0,598.0,0.0,207.0,0.0,1102.0,5747.0,1216.0
FR,2010,85045.0,30568.0,9.5,,,,3353.0,893.0,2104.0,1806.0,2.0,985.0,2013.0,2713.0,2836.0,4329.0,50.0,941.0,0.0,594.0,0.0,1318.0,0.0,1497.0,4508.0,24.0
FR,2011,91789.0,30637.0,10.8,,,,4512.0,605.0,2740.0,2410.0,0.0,587.0,1861.0,2486.0,2407.0,4691.0,55.0,1040.0,0.0,531.0,0.0,87.0,0.0,4301.0,5855.0,32.0
FR,2012,87539.0,30814.0,10.8,,,,3525.0,492.0,1983.0,2368.0,0.0,578.0,1787.0,2195.0,2617.0,4258.0,49.0,1270.0,49.0,442.0,0.0,120.0,0.0,4162.0,6327.0,315.0
