geo,TIME_PERIOD,rail_f_total_Nat&INT_mio_tkm,rail_length_km,rail_modal_share_pc,total_tkm,TRN_FUL,WAG_FUL,NST01_Agriculture,NST02_Mining,NST03_MetalOres,NST04_FoodProducts,NST05_Textiles,NST06_Wood,NST07_Coke_Petroleum,NST08_Chemicals,NST09_NonMetallicMinerals,NST10_Metals,NST11_Machinery,NST12_TransportEquipment,NST13_Furniture,NST14_SecondaryRawMaterials,NST15_Waste,NST16_Mail,NST17_Equipment,NST18_HouseholdGoods,NST19_EmptyContainers,NST20_OtherGoods
FR,2013,92712.0,30551.0,10.6,,,,3787.0,662.0,2442.0,2282.0,0.0,606.0,2123.0,2480.0,1706.0,4139.0,33.0,1667.0,45.0,397.0,0.0,4.0,0.0,4525.0,5320.0,11.0
FR,2014,90826.0,29568.0,10.8,,,,3208.0,571.0,2111.0,2278.0,1.0,340.0,2144.0,2637.0,1742.0,4646.0,57.0,1778.0,55.0,388.0,0.0,141.0,0.0,5133.0,5291.0,77.0
FR,2015,102743.0,29041.0,12.3,,,,3556.0,685.0,2145.0,2101.0,1.0,313.0,2387.0,2675.0,1830.0,4807.0,48.0,1504.0,136.0,366.0,0.0,128.0,0.0,4143.0,9479.0,27.0
FR,2016,95913.0,28597.0,11.5,,,,2512.0,609.0,1635.0,1468.0,2.0,317.0,2388.0,2675.0,1935.0,4800.0,46.0,2310.0,266.0,352.0,0.0,93.0,0.0,3119.0,10132.0,55.0
FR,2017,97824.0,28779.367,11.1,,,,2415.0,752.0,1883.0,2177.0,0.0,332.0,2449.0,2627.0,1857.0,4815.0,30.0,1848.0,0.0,336.0,0.0,209.0,0.0,4948.0,8675.0,127.0
FR,2018,87855.0,28253.0,10.5,,,,2084.0,662.0,2592.0,2190.0,0.0,470.0,2393.0,2342.0,1945.0,4715.0,20.0,1335.0,0.0,329.0,0.0,260.0,0.0,4203.0,8218.0,91.0
FR,2019,90211.0,28142.0,10.2,,,,2033.0,237.0,1575.0,1979.0,0.0,223.0,1897.0,2187.0,2624.0,4378.0,12.0,1266.0,1.0,282.0,0.0,983.0,0.0,4781.0,7633.0,1817.0
FR,2020,82220.0,27892.0,9.8,,,,2658.0,134.0,1881.0,1862.0,1.0,285.0,1775.0,2065.0,1461.0,3935.0,15.0,645.0,3.0,267.0,0.0,798.0,0.0,4391.0,7201.0,1919.0
FR,2021,93874.0,27736.0,10.6,,,,2021.0,138.0,2279.0,1961.0,0.0,409.0,2051.0,2252.0,2302.0,5018.0,22.0,478.0,1.0,291.0,0.0,162.0,0.0,3505.0,11384.0,1498.0
FR,2022,88651.0,27624.0,10.6,,,,2233.0,99.0,2062.0,2233.0,0.0,287.0,1847.0,2133.0,2260.0,4608.0,26.0,476.0,6.0,262.0,0.0,758.0,0.0,2832.0,10839.0,2321.0
FR,2023,75849.0,27617.0,9.2,,,,2778.0,61.0,1847.0,1790.0,0.0,131.0,1697.0,1749.0,1621.0,3796.0,22.0,568.0,1.0,203.0,0.0,537.0,0.0,2150.0,8091.0,2356.0
FR,2024,78289.0,,,,,,3205.0,64.0,1836.0,1865.0,0.0,142.0,1853.0,1896.0,1391.0,4141.0,23.0,482.0,0.0,239.0,0.0,149.0,0.0,2665.0,9817.0,2481.0
HR,2008,14851.0,2722.0,22.6,,,,388.0,187.0,508.0,154.0,0.0,134.0,363.0,470.0,236.0,409.0,13.0,17.0,1.0,155.0,0.0,22.0,0.0,4.0,250.0,0.0
HR,2009,11651.0,2722.0,22.1,,,,505.0,72.0,447.0,90.0,0.0,84.0,339.0,310.0,171.0,333.0,10.0,19.0,0.0,77.0,0.0,15.0,0.0,5.0,163.0,0.0
HR,2010,12203.0,2722.0,22.8,,,,486.0,57.0,304.0,100.0,0.0,85.0,334.0,463.0,164.0,281.0,9.0,17.0,0.0,95.0,0.0,20.0,0.0,7.0,194.0,0.0
HR,2011,11794.0,2722.0,22.4,7116.0,0.0,0.0,322.0,82.0,390.0,124.0,1.0,68.0,273.0,436.0,161.0,256.0,7.0,13.0,0.0,115.0,0.0,17.0,0.0,9.0,164.0,0.0
HR,2012,11088.0,2722.0,22.2,6710.0,0.0,0.0,330.0,133.0,472.0,152.0,1.0,51.0,266.0,332.0,125.0,226.0,6.0,8.0,0.0,77.0,0.0,12.0,0.0,9.0,132.0,0.0
HR,2013,10661.0,2722.0,19.8,6373.5,0.0,0.0,292.0,52.0,421.0,126.0,1.0,45.0,234.0,314.0,113.0,221.0,8.0,22.0,0.0,74.0,0.0,13.0,0.0,9.0,145.0,0.0
HR,2014,10390.0,2604.0,20.4,6254.5,0.0,0.0,279.0,198.0,323.0,153.0,1.0,31.0,287.0,286.0,103.0,206.0,6.0,18.0,0.0,63.0,0.0,15.0,0.0,2.0,149.0,0.0
HR,2015,9939.0,2604.0,19.4,6061.5,0.0,0.0,209.0,343.0,505.0,97.0,1.0,24.0,280.0,288.0,36.0,187.0,5.0,11.0,0.0,81.0,0.0,11.0,0.0,0.0,105.0,0.0
HR,2016,9985.0,2604.0,19.1,5197.0,0.0,0.0,286.0,130.0,291.0,128.0,0.0,23.0,221.0,272.0,75.0,185.0,8.0,12.0,0.0,38.0,0.0,19.0,0.0,0.0,183.0,0.0
HR,2017,12178.0,2604.0,21.3,6995.5,0.0,0.0,396.0,220.0,383.0,143.0,1.0,17.0,319.0,310.0,77.0,135.0,5.0,10.0,0.0,44.0,0.0,20.0,0.0,0.0,249.0,183.0
HR,2018,13444.0,2604.0,21.5,7217.0,0.0,0.0,424.0,166.0,428.0,111.0,0.0,16.0,377.0,252.0,73.0,182.0,5.0,7.0,0.0,52.0,0.0,15.0,0.0,0.0,322.0,124.0
HR,2019,14449.0,2617.0,24.1,8680.0,0.0,0.0,615.0,148.0,633.0,106.0,1.0,29.0,383.0,216.0,84.0,155.0,10.0,6.0,0.0,49.0,0.0,15.0,0.0,0.0,461.0,0.0
HR,2020,14992.0,2617.0,25.3,9135.5,0.0,0.0,798.0,180.0,694.0,81.0,13.0,52.0,332.0,198.0,81.0,106.0,24.0,3.0,0.0,73.0,0.0,9.0,0.0,199.0,415.0,22.0
HR,2021,15176.0,2617.0,23.8,9174.0,0.0,0.0,779.0,240.0,544.0,58.0,2.0,36.0,284.0,155.0,106.0,134.0,8.0,4.0,1.0,109.0,0.0,10.0,0.0,252.0,450.0,2.0
HR,2022,16257.0,2617.0,25.8,9893.0,0.0,0.0,813.0,315.0,685.0,68.0,3.0,32.0,296.0,106.0,128.0,122.0,9.0,4.0,2.0,82.0,0.0,19.0,0.0,287.0,549.0,8.0
HR,2023,15069.0,2617.0,22.7,9107.0,0.0,0.0,734.0,340.0,436.0,45.0,2.0,16.0,341.0,58.0,110.0,120.0,6.0,1.0,1.0,54.0,0.0,21.0,0.0,126.0,691.0,44.0
HR,2024,15672.0,,,9482.5,0.0,0.0,898.0,357.0,286.0,74.0,3.0,22.0,357.0,58.0,112.0,78.0,7.0,4.0,2.0,73.0,0.0,17.0,0.0,105.0,823.0,20.0
HU,2008,51543.0,7813.0,25.1,,,,297.0,17.0,1014.0,127.0,20.0,486.0,554.0,620.0,752.0,970.0,19.0,293.0,814.0,129.0,153.0,182.0,150.0,221.0,0.0,2079.0
HU,2009,42277.0,7390.0,24.1,,,,472.0,640.0,917.0,87.0,1.0,419.0,447.0,632.0,155.0,701.0,54.0,128.0,3.0,187.0,0.0,72.0,0.0,9.0,697.0,1079.0
HU,2010,45794.0,7352.0,27.1,,,,516.0,665.0,1367.0,95.0,0.0,464.0,601.0,571.0,99.0,589.0,54.0,135.0,4.0,306.0,0.0,55.0,0.0,0.0,880.0,1233.0
HU,2011,47424.0,7486.5,28.5,,,,648.0,487.0,1408.0,117.0,1.0,286.0,510.0,554.0,87.0,876.0,72.0,111.0,2.0,81.0,,72.0,,3.0,1253.0,956.0
HU,2012,46884.0,7486.2,29.8,,,,595.0,552.0,1509.0,111.0,1.0,267.0,481.0,577.0,79.0,1028.0,48.0,100.0,1.0,77.0,0.0,43.0,0.0,6.0,974.0,757.0
HU,2013,49085.0,7356.7,30.7,,,,1211.0,716.0,1604.0,118.0,2.0,353.0,964.0,744.0,95.0,1398.0,96.0,144.0,12.0,97.0,,58.0,0.0,12.0,824.0,1272.0
HU,2014,50593.0,7209.0,31.1,,,,1232.0,695.0,1649.0,106.0,4.0,321.0,1150.0,691.0,90.0,1168.0,88.0,131.0,6.0,109.0,,20.0,0.0,21.0,878.0,1800.0
HU,2015,50333.0,7197.0,29.5,,,,1231.0,818.0,1604.0,109.0,3.0,259.0,1056.0,816.0,239.0,818.0,66.0,196.0,4.0,89.0,,12.0,0.0,89.0,1026.0,1574.0
HU,2016,50047.0,7811.0,28.6,,,,1327.0,792.0,1561.0,104.0,6.0,342.0,1085.0,881.0,151.0,1064.0,80.0,230.0,4.0,83.0,,17.0,0.0,53.0,1113.0,1635.0
HU,2017,52682.0,7955.0,32.6,,,,2617.0,757.0,3083.0,108.0,7.0,398.0,855.0,927.0,202.0,870.0,369.0,313.0,27.0,98.0,0.0,11.0,670.0,830.0,450.0,764.0
HU,2018,52471.0,7732.0,27.0,,,,1571.0,768.0,1944.0,134.0,3.0,487.0,693.0,831.0,173.0,800.0,74.0,462.0,1.0,93.0,,12.0,0.0,0.0,1135.0,1403.0
HU,2019,52270.0,7743.0,26.5,,,,1434.0,600.0,1695.0,169.0,3.0,324.0,729.0,853.0,153.0,557.0,57.0,459.0,2.0,248.0,,14.0,665.0,739.0,661.0,1263.0
HU,2020,51892.0,7787.0,29.2,,,,1849.0,568.0,1752.0,111.0,7.0,479.0,692.0,802.0,145.0,407.0,46.0,614.0,1.0,218.0,,24.0,778.0,8.0,588.0,2506.0
HU,2021,51031.0,7889.0,26.4,,,,1823.0,598.0,1562.0,191.0,2.0,492.0,703.0,744.0,144.0,451.0,112.0,676.0,1.0,216.0,,17.0,734.0,12.0,1184.0,1684.0
HU,2022,51696.0,7907.0,26.6,,,,1515.0,585.0,1809.0,192.0,1.0,505.0,701.0,612.0,168.0,369.0,23.0,693.0,0.0,189.0,0.0,5.0,640.0,202.0,1246.0,1894.0
HU,2023,45762.0,7437.0,25.2,,,,1719.0,531.0,1248.0,218.0,2.0,140.0,670.0,708.0,163.0,392.0,50.0,720.0,4.0,188.0,0.0,45.0,598.0,248.0,954.0,1863.0
HU,2024,45708.0,,,,,,1821.0,499.0,1043.0,63.0,0.0,166.0,639.0,636.0,289.0,283.0,34.0,670.0,0.0,229.0,0.0,40.0,0.0,243.0,1045.0,2696.0
IE,2008,717.0,1835.0,0.7,,,,13.0,0.0,65.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2009,631.0,1835.0,0.8,355.0,355.0,0.0,7.0,0.0,58.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2010,568.0,1835.0,0.9,330.0,330.0,0.0,18.0,0.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2011,611.0,1839.0,1.2,358.0,358.0,0.0,23.0,0.0,31.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2012,567.0,1839.0,1.0,329.0,329.0,,14.0,0.0,30.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2013,589.0,2045.0,1.1,344.0,344.0,,17.0,0.0,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2014,578.0,2045.0,1.1,339.0,339.0,,17.0,0.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2015,540.0,2045.0,1.0,318.0,318.0,,21.0,0.0,25.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2016,581.0,2045.0,0.9,341.0,341.0,,16.0,0.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2017,546.0,2045.0,0.9,323.0,323.0,,17.0,0.0,24.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2018,516.0,2045.0,0.8,302.5,302.5,,15.0,0.0,25.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2019,346.0,2045.0,0.6,209.0,209.0,,16.0,0.0,12.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2020,449.0,2045.0,0.8,261.5,261.5,,13.0,0.0,23.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2021,415.0,2045.0,0.6,242.5,242.5,,17.0,0.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2022,419.0,2045.0,0.7,250.0,250.0,0.0,17.0,0.0,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2023,344.0,2045.0,0.7,210.0,210.0,0.0,15.0,0.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IE,2024,221.0,,,144.0,144.0,0.0,15.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2008,95810.0,16529.0,11.3,42903.0,36501.5,6392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,2009,76336.0,16686.0,9.2,39250.5,28022.5,4048.5,511.0,12.0,788.0,1093.0,9.0,733.0,542.0,681.0,179.0,2189.0,62.0,572.0,6.0,482.0,0.0,378.0,0.0,124.0,7871.0,0.0
IT,2010,84435.0,16704.0,9.2,39791.5,28741.0,2970.5,499.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,7194.0,0.0
IT,2011,91811.0,16726.0,11.2,48105.5,37695.5,2102.0,490.0,7.0,965.0,1339.0,166.0,806.0,550.0,700.0,226.0,2489.0,112.0,490.0,44.0,391.0,0.0,262.0,0.0,134.0,8107.0,0.0
IT,2012,88505.0,16742.0,12.7,,37571.5,2330.5,376.0,4.0,912.0,1450.0,46.0,743.0,502.0,612.0,202.0,2180.0,113.0,497.0,47.0,433.0,0.0,293.0,0.0,169.0,8269.0,0.0
IT,2013,87960.0,16752.0,11.8,47894.0,38598.5,2118.0,555.0,0.0,598.0,1504.0,0.0,545.0,452.0,589.0,168.0,2755.0,107.0,481.0,325.0,0.0,0.0,0.0,0.0,728.0,7953.0,0.0
IT,2014,90862.0,16722.0,13.2,48935.5,39806.5,2043.0,1068.0,0.0,991.0,1220.0,102.0,449.0,467.0,612.0,235.0,2727.0,26.0,469.0,0.0,386.0,0.0,386.0,0.0,1067.0,7748.0,85.0
IT,2015,92273.0,16724.0,13.4,,39717.5,,703.0,76.0,891.0,1261.0,94.0,442.0,458.0,803.0,202.0,2669.0,40.0,519.0,0.0,383.0,0.0,385.0,0.0,1592.0,7704.0,87.0
IT,2016,92949.0,16788.0,14.7,57328.5,54260.0,3068.5,866.0,62.0,642.0,1435.0,91.0,447.0,424.0,1011.0,208.0,3929.0,53.0,611.0,65.0,510.0,0.0,342.0,0.0,1140.0,10461.0,82.0
IT,2017,94287.0,16787.0,13.6,,53715.5,3235.0,1036.0,96.0,644.0,1453.0,76.0,500.0,415.0,1092.0,233.0,3859.0,72.0,639.0,59.0,450.0,0.0,273.0,2.0,2056.0,9069.0,40.0
IT,2018,97197.0,16781.0,13.1,,53770.5,,1579.0,90.0,628.0,1386.0,55.0,478.0,477.0,1092.0,217.0,3533.0,56.0,866.0,64.0,419.0,0.0,286.0,12.0,1551.0,8999.0,0.0
IT,2019,94295.0,16779.0,11.9,,52408.0,3561.0,1260.0,61.0,630.0,1529.0,52.0,497.0,502.0,1116.0,197.0,2964.0,82.0,930.0,52.0,415.0,0.0,284.0,66.0,991.0,9355.0,12.0
IT,2020,90529.0,16782.0,12.0,54523.5,50587.0,3936.0,1144.0,65.0,572.0,1518.0,49.0,515.0,410.0,1311.0,197.0,2370.0,91.0,854.0,45.0,407.0,0.0,240.0,63.0,1129.0,9313.0,54.0
IT,2021,104213.0,16832.0,12.6,,57145.5,,1397.0,69.0,690.0,1648.0,60.0,557.0,488.0,1281.0,209.0,2940.0,87.0,1038.0,65.0,457.0,0.0,283.0,84.0,1345.0,10638.0,63.0
IT,2022,104542.0,16829.0,12.4,,58968.0,4950.0,1571.0,131.0,651.0,1691.0,44.0,421.0,476.0,1145.0,533.0,2631.0,76.0,1361.0,54.0,461.0,0.0,261.0,97.0,1309.0,11156.0,61.0
IT,2023,95865.0,16832.0,12.0,,54494.5,4440.5,1510.0,269.0,418.0,1456.0,38.0,342.0,222.0,859.0,279.0,2980.0,122.0,1342.0,65.0,602.0,0.0,201.0,91.0,358.0,11539.0,2.0
IT,2024,94604.0,,,58768.5,54661.0,4060.5,1785.0,131.0,518.0,1444.0,33.0,452.0,304.0,728.0,234.0,3238.0,104.0,1176.0,69.0,614.0,0.0,216.0,113.0,546.0,11226.0,1.0
LT,2008,54970.0,1765.4,73.0,34859.0,0.0,34859.0,777.0,1483.0,912.0,528.0,15.0,296.0,5502.0,3575.0,426.0,891.0,58.0,128.0,7.0,137.0,0.0,2.0,1.0,0.0,10.0,0.0
LT,2009,42669.0,1767.6,70.4,27278.5,0.0,27278.5,549.0,1098.0,871.0,585.0,1.0,186.0,4725.0,3112.0,215.0,336.0,28.0,81.0,2.0,75.0,0.0,0.0,23.0,0.0,0.0,0.0
LT,2010,48061.0,1767.6,72.8,30746.0,0.0,30746.0,431.0,1365.0,1056.0,733.0,2.0,228.0,4368.0,4164.0,301.0,512.0,39.0,107.0,3.0,99.0,0.0,0.0,23.0,0.0,0.0,0.0
LT,2011,52330.0,1767.6,73.7,33709.0,0.0,33709.0,459.0,1199.0,1265.0,697.0,4.0,267.0,4696.0,5010.0,315.0,878.0,42.0,126.0,5.0,104.0,0.0,0.0,24.0,0.0,0.0,0.0
LT,2012,49377.0,1767.6,70.3,31774.5,0.0,31774.5,799.0,752.0,1023.0,730.0,4.0,219.0,4499.0,4675.0,312.0,827.0,31.0,136.0,5.0,95.0,0.0,30.0,32.0,0.0,0.0,0.0
LT,2013,48028.0,1767.6,66.6,30686.0,0.0,30686.0,813.0,866.0,1358.0,778.0,4.0,259.0,4000.0,3949.0,332.0,685.0,29.0,133.0,5.0,75.0,0.0,32.0,25.0,0.0,0.0,0.0
LT,2014,49000.0,1767.6,68.1,31653.5,0.0,31653.5,962.0,729.0,1322.0,701.0,5.0,244.0,3555.0,5479.0,319.0,714.0,27.0,110.0,6.0,84.0,0.0,27.0,22.0,0.0,0.0,0.0
LT,2015,48053.0,1877.2,65.9,31044.5,0.0,31044.5,852.0,644.0,1005.0,611.0,3.0,201.0,3662.0,5544.0,281.0,1050.0,24.0,55.0,4.0,69.0,0.0,22.0,10.0,0.0,0.0,0.0
LT,2016,47651.0,1911.3,65.0,30720.5,0.0,30720.5,746.0,751.0,1050.0,690.0,6.0,250.0,3643.0,5222.0,404.0,846.0,25.0,57.0,5.0,71.0,0.0,23.0,1.0,0.0,0.0,0.0
LT,2017,52638.0,1911.3,66.7,34026.0,0.0,34026.0,856.0,1452.0,1328.0,698.0,10.0,205.0,3488.0,5761.0,441.0,925.0,31.0,87.0,8.0,92.0,0.0,30.0,1.0,0.0,0.0,0.0
LT,2018,56776.0,1910.7,67.9,36830.5,0.0,36830.5,876.0,1903.0,1765.0,758.0,8.0,241.0,3353.0,6184.0,453.0,1039.0,35.0,105.0,9.0,125.0,0.0,32.0,1.0,0.0,0.0,0.0
LT,2019,55209.0,1910.7,67.4,35695.0,0.0,35695.0,1029.0,1305.0,1971.0,797.0,7.0,283.0,3202.0,6100.0,458.0,702.0,35.0,117.0,10.0,133.0,0.0,30.0,1.0,0.0,0.0,0.0
LT,2020,53430.0,1910.8,64.7,34647.5,0.0,34647.5,1114.0,1491.0,2014.0,763.0,11.0,244.0,2471.0,6441.0,425.0,556.0,58.0,100.0,12.0,138.0,0.0,24.0,2.0,0.0,0.0,0.0
LT,2021,51080.0,1910.8,62.5,32823.0,0.0,32823.0,854.0,1047.0,1777.0,798.0,18.0,212.0,2069.0,6350.0,452.0,530.0,111.0,100.0,22.0,178.0,0.0,47.0,1.0,0.0,0.0,0.0
LT,2022,30977.0,1919.2,46.4,19176.0,0.0,19176.0,845.0,385.0,1039.0,887.0,5.0,105.0,1890.0,1246.0,369.0,300.0,34.0,44.0,23.0,149.0,0.0,52.0,4.0,0.0,0.0,0.0
LT,2023,27224.0,1924.3,39.1,16765.5,0.0,16765.5,1125.0,71.0,1118.0,816.0,4.0,10.0,1866.0,611.0,263.0,184.0,12.0,32.0,16.0,106.0,0.0,45.0,29.0,0.0,0.0,0.0
LT,2024,25658.0,,,15781.5,0.0,15781.5,916.0,63.0,1212.0,839.0,3.0,9.0,1579.0,700.0,284.0,92.0,6.0,30.0,25.0,102.0,0.0,43.0,0.0,0.0,0.0,0.0
LU,2008,8548.0,275.0,9.9,,,,,,,,,,,,,,,,,,,,,,,
LU,2009,6446.0,275.0,8.2,,,,,,,,,,,,,,,,,,,,,,,
LU,2010,7626.0,275.0,11.6,,,,,,,,,,,,,,,,,,,,,,,
LU,2011,6973.0,275.0,10.5,,,,,,,,,,,,,,,,,,,,,,,
LU,2012,5442.0,275.0,7.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,28.0,44.0,0.0,123.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0
LU,2013,5098.0,275.0,7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,30.0,38.0,0.0,111.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0
LU,2014,4573.0,275.0,6.1,,,,,,,,,,,,,,,,,,,,,,,
LU,2015,5207.0,275.0,7.1,,,,,,,,,,,,,,,,,,,,,,,
LU,2016,4482.0,275.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,10.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,2017,4406.0,271.0,6.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,4.0,8.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LU,2018,4585.0,271.0,8.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,8.0,157.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0
LU,2019,4405.0,271.0,6.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,11.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
LU,2020,3627.0,271.0,6.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,8.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0
LU,2021,3713.0,271.0,6.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,7.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0
LU,2022,3464.0,271.0,6.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,5.0,115.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0
LU,2023,3512.0,271.0,7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,3.0
LU,2024,3064.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,109.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1.0
LV,2008,56061.0,2263.0,83.4,,,,549.0,6408.0,67.0,552.0,43.0,316.0,7215.0,1527.0,1860.0,930.0,24.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0
LV,2009,53679.0,1884.0,85.4,,,,500.0,6570.0,284.0,506.0,18.0,212.0,7832.0,2090.0,36.0,607.0,20.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
LV,2010,49164.0,1897.0,82.1,,,,473.0,5123.0,770.0,468.0,54.0,283.0,6371.0,1052.0,1576.0,849.0,19.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0
LV,2011,59385.0,1865.0,84.2,,,,600.0,7355.0,816.0,573.0,20.0,292.0,7758.0,2940.0,29.0,676.0,22.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0
LV,2012,60601.0,1859.0,84.1,,,,1077.0,8064.0,550.0,656.0,21.0,320.0,7310.0,2978.0,36.0,532.0,31.0,36.0,7.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0
LV,2013,55831.0,1859.0,81.2,,,,473.0,7653.0,463.0,588.0,24.0,275.0,7514.0,1683.0,33.0,545.0,29.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0
LV,2014,57039.0,1860.0,81.2,,,,774.0,7014.0,296.0,741.0,35.0,305.0,7080.0,2248.0,32.0,481.0,29.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0
LV,2015,55645.0,1860.0,79.8,,,,886.0,6514.0,267.0,683.0,18.0,442.0,7726.0,1680.0,23.0,429.0,24.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0
LV,2016,47819.0,1859.6,76.6,,,,844.0,5212.0,610.0,727.0,24.0,445.0,5503.0,1661.0,31.0,611.0,29.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0
LV,2017,43785.0,1859.6,74.0,,,,818.0,6097.0,388.0,567.0,23.0,309.0,4587.0,1486.0,31.0,613.0,25.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
LV,2018,49260.0,1859.6,75.8,,,,1341.0,8064.0,537.0,829.0,13.0,506.0,4320.0,1611.0,49.0,452.0,34.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0
LV,2019,41490.0,1859.6,73.6,,,,860.0,6455.0,372.0,967.0,15.0,629.0,3470.0,1649.0,35.0,420.0,24.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0
LV,2020,24056.0,1859.1,56.5,,,,822.0,1223.0,386.0,1006.0,15.0,654.0,2290.0,1273.0,48.0,170.0,12.0,57.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
LV,2021,21772.0,1859.1,53.4,,,,858.0,645.0,444.0,1086.0,8.0,744.0,2009.0,1192.0,65.0,192.0,19.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0
