STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_mode,Mode of transport,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2013,,0.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2014,,0.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2015,,0.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2016,,0.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2017,,0.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2018,,0.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2019,,0.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2020,,0.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2021,,0.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2022,,0.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FI,Finland,2023,,0.6,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2008,,2.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2009,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2010,,3.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2011,,2.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2012,,3.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2013,,3.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2014,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2015,,2.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2016,,2.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2017,,2.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2018,,2.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2019,,2.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2020,,2.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2021,,2.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2022,,2.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,FR,France,2023,,1.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2008,,5.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2009,,6.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2010,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2011,,6.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2012,,7.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2013,,7.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2014,,6.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2015,,7.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2016,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2017,,6.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2018,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2019,,6.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2020,,7.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2021,,6.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2022,,4.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HR,Croatia,2023,,3.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2008,,5.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2009,,5.8,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2010,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2011,,5.7,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2012,,6.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2013,,6.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2014,,5.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2015,,5.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2016,,5.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2017,,4.9,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2018,,4.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2019,,5.3,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2020,,5.0,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2021,,4.4,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2022,,3.5,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,HU,Hungary,2023,,3.2,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2008,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2009,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2011,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2013,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2015,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2019,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IE,Ireland,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2008,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2009,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2010,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2011,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2012,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2013,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2014,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2015,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2016,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2017,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2018,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2019,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2020,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2021,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2022,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,IT,Italy,2023,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2008,,0.1,,,,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2009,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2010,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2011,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2012,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2013,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2014,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2015,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2016,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2017,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2018,,0.0,,n,not significant,,
dataflow,ESTAT:TRAN_HV_FRMOD(1.0),Modal split of inland freight transport,A,Annual,PC,Percentage,IWW,Inland waterways,LT,Lithuania,2019,,0.0,,n,not significant,,
