STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,consign,Type of consignment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2013,,267938,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2014,,257216,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2016,,243435,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2017,,240100,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2018,,280570,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,DE,Germany,2019,,267322,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2008,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2009,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2010,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2011,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2012,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2013,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2014,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2015,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2016,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2017,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2018,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2019,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2020,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2023,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,FI,Finland,2024,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2011,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2012,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2013,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2014,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2015,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2016,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2017,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2018,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2019,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2020,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2021,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2022,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2023,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,HR,Croatia,2024,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2009,,631,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2010,,568,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2011,,611,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2012,,567,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2013,,589,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2014,,578,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2015,,540,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2016,,581,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2017,,546,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2018,,516,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2019,,346,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2020,,449,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2021,,415,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2022,,419,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2023,,344,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IE,Ireland,2024,,221,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2008,,55967,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2009,,43207,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2010,,44818,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2011,,60186,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2012,,59948,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2013,,61267,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2014,,62993,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2015,,62648,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2016,,86911,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2017,,86889,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2018,,87962,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2019,,85671,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2020,,82039,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2021,,92432,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2022,,95384,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2023,,87827,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,IT,Italy,2024,,87461,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2008,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2009,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2010,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2011,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2012,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2013,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2014,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2015,,0,,,,,
dataflow,ESTAT:RAIL_GO_CONSGMT(1.0),Goods transported by type of consignment,A,Annual,TRN_FUL,Full train load,THS_T,Thousand tonnes,LT,Lithuania,2016,,0,,,,,
