STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2012,,231,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2013,,218,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2014,,208,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2015,,207,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2016,,201,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2017,,213,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2018,,223,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2019,,191,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2020,,162,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2021,,176,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2022,,167,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2023,,174,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LU,Luxembourg,2024,,150,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2008,,19581,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2009,,18725,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2010,,17179,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2011,,21410,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2012,,21867,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2013,,19532,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2014,,19441,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2015,,18906,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2016,,15873,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2017,,15014,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2018,,17859,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2019,,15019,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2020,,7979,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2021,,7367,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2022,,7410,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2023,,5191,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),LV,Latvia,2024,,3509,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2013,,105,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2014,,94,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2015,,112,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2016,,112,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2017,,169,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2018,,113,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2019,,130,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2020,,130,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),ME,Montenegro,2022,,189,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2009,,497,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2010,,525,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2011,,479,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2012,,423,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2013,,421,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2014,,411,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2015,,278,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2016,,222,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2017,,277,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2018,,307,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2019,,350,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2020,,342,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2021,,381,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2022,,286,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2023,,146,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),MK,North Macedonia,2024,,158,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2008,,6984,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2009,,5578,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2010,,5925,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2011,,6378,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2012,,6142,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2013,,6078,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2014,,6169,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2015,,6545,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2016,,6641,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2017,,6685,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2018,,7058,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2019,,7080,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2020,,6665,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2021,,7188,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2022,,7176,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2023,,6493,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NL,Netherlands,2024,,6182,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2008,,3621,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2009,,3506,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2010,,3496,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2011,,3574,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2012,,3489,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2013,,3383,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2014,,3539,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2015,,3498,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2016,,3312,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2017,,4040,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2018,,3970,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2019,,3903,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2020,,4110,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2021,,4305,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2022,,4246,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2023,,3928,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),NO,Norway,2024,,3643,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2008,,52043,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2009,,43445,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2010,,48705,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2011,,53746,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2012,,48903,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2013,,50881,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2014,,50073,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2015,,50603,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2016,,50650,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2017,,54797,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2018,,59388,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2019,,54584,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2020,,51096,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2021,,54387,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2022,,59306,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2023,,61085,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PL,Poland,2024,,57992,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2008,,2549,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2009,,2174,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2010,,2313,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2011,,2322,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2012,,2421,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2013,,2290,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2014,,2434,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2015,,2688,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2016,,2774,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2017,,2751,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2018,,2765,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2019,,2478,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2020,,2302,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2021,,1881,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2022,,2190,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2023,,2263,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),PT,Portugal,2024,,2214,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2008,,15236,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2009,,11088,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2010,,12375,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2011,,14719,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2012,,13472,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2013,,12941,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2014,,12264,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2015,,13673,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2016,,13535,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2017,,13782,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2018,,13076,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2019,,13312,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2020,,12291,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2021,,13625,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2022,,13324,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2023,,12878,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),RO,Romania,2024,,11432,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2008,,22924,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2009,,20389,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2010,,23464,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2011,,22864,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2012,,22043,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2013,,20970,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2014,,21296,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2015,,20699,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2016,,21406,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2017,,21838,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2018,,22794,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2019,,22222,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2020,,22094,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2021,,23449,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2022,,23161,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2023,,21953,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SE,Sweden,2024,,21789,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2008,,3520,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2009,,2817,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2010,,3421,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2011,,3752,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2012,,3470,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2013,,3799,,,,,
dataflow,ESTAT:RAIL_GO_TOTAL(1.0),Goods transported,A,Annual,MIO_TKM,Million tonne-kilometre (TKM),SI,Slovenia,2014,,4110,,,,,
